"Tweet","Class"
" आयपीएलमध्ये गोलंदाजांसमोर असेल ‘हे  सर्वात मोठे आव्हान  मोहम्मद शमीने केला खुलासा ","not offensive"
" बजाज ऑटोमध्ये २००८ साली 25 लाख गाड्यांचे उत्पादन झाले तेव्हा ९ ५०९ कामगार होते  तेच २०१२ मध्ये गाड्यांचे उत्पादन 43.5 लाखा… ","not offensive"
" अरे बावळट माणसा  तूझ्या विष्णूच्या अवताराने नौकर्या द्यायच्या सोड  असलेल्या नौकर्या घालवल्या लोकां… ","offensive"
" राग आणि अश्रू हे दोन्ही एकाच वेळी एखाद्या व्यक्तीवर तेव्हाच येतात जेव्हा आपल्याला त्या व्यक्तींची स्वतःहून जास्त का… ","not offensive"
" ज्या महाराष्ट्र पोलिसांना आपण नावं ठेवलं त्याच पोलिसांनी तुम्हाला आज सुरक्षा दिली … ","not offensive"
" तू गोट्या खेळ आणि थिल्लर चाळे कर.. तुला झापडं लावलीत त्यामुळे जेवढं दाखवलं जातं तेवढंच बघ आणि तेवढंच तोंड उघड.. ","offensive"
" लोक या घटनेवर तोंडात मीठाचा खडा धरून गप्प का बसले आहेत. कारण ही घटना भाजपा शासित राज्यात झाली नाही म्हणुन का? ","not offensive"
" विमानतळावर आरपीआय  करनी सेना विरुद्ध शिवसेना कार्यकर्ते आमने सामने. ","not offensive"
" मुंबईतील माणसाची हिंदी बोलण्याची घाणेरडी सवय एकदिवस त्याच्याच सर्वनाशाला कार…  ` बात  हरामखोरीची निघाली तर मग डांबराने  लिहीले जाईल . ","offensive"
" घाण? बावळट हा शब्द जर तुला घाण वाटत असेल तर हे फुलं तुझ्यावर उधळतो मी  ","offensive"
" तू किती ही शिव्या दे नाही तर शाप दे मला झाट फरक पडत नाही तुला फरक पडला म्हणून गांड जाळून 3 4 ट्विट करतोयस सो sad🤣🤣🤣🤣🤣🤣🤣🤣 ","offensive"
" कंगना आली आणि y+ सुरक्षा घेऊन मागच्या दाराने पळून गेली ये डर होना चाहीये ","not offensive"
" शिस्तीत कार्यक्रम करणे काय असतं हे आज अनेकांना हक्कभंगावरून कळलं असेल ","not offensive"
" इक दिन मर जायेगा कुत्ते की मोत जग में कहेंगे मर गया मादरचोद ला ला ला ला ला ला ला ला ला ला ला ला ला ला ला… ","offensive"
" …म्हणूनच चेतेश्वर पुजाराला आयपीएल लिलावात खरेदीदार न मिळण्याचे दु ख नाही ","not offensive"
" तुझ्या आईच्या पुच्चीत काळा लंड. रांडचा पोरगा. तुझ्या… ","offensive"
" बंबई नाही ते मुंबई आहे रे ते रताळ्यानों मुंबई म्हणायला लाज वाटते काय तुम्हाला? मुंबई महाराष्ट्राची राजधानी आहे आणि म… ","not offensive"
" जोपर्यंत मराठी माणस सारख्या मराठीत सेवा न देणाऱ्या कंपन्यांच्या वस्तू खरेदी करण बंद क… ","not offensive"
" मेरे प्यारे पुच्ची पुच्ची मोदी जी   आप सिर्फ जनजंख्या नियंत्रण कानून लाइये . बाकी हम आपकी पुच्ची पुच्ची… ","offensive"
" हद्दीत घुसून दहशतवाद्यांचा खातमा… ","not offensive"
" परवा माझी पाचव्या वर्गातील नात आर्याने निमित्त छान शिकवले आज तिचा वाढदिवस  मी शुभाषिश देतो  आपल्या सर्वां… ","not offensive"
" मदराशा चा भोंगा बंद करा अशी विनंती केल्यावर तोंडात केळ घेऊन बसलेली   वर्षानुवर्षे पावसाळ्यात गटारी साफ न करता आ… ","offensive"
" अरे संज्या थांब थांब  च्यायला खाट आधीच कुरकुरतेय  आणखीन हग्रलेखांचे हातोडे नको घालूस..                          ","not offensive"
" २०११ साली  राहुल द्रविडने आपल्या शेवटच्या एकदिवसीय सामन्यात इंग्लंड विरुद्ध ६९ धावांची खेळी केली होती. कारकि… ","not offensive"
" च्यायला आम्ही तर कॉलेजला असताना इन्फ्रारेड वर दोन मोबाईल एकमेकांच्या बोच्याला चिटकवून क्लिपा सेंड करून घ्यायचो.....… ","offensive"
" चायचा भोसडा ह्या सर्व राजकारण्यांच्या..काय लावलाय रे झाटूजिनो किती दिवसांपासून तेच तेच....ते रिया सुशांत..आणि आता… ","offensive"
" आधी तुमच्या वर्तुळात आपल्या मातृभाषेचा चा सन्मान ठेवा  जो तो करतील त्यांच्याशी जरूर मैत्री ठेवा   जे लोक इत… ","not offensive"
" कारे मादरचोद नेरकर जास्तच माजलेला दिसतोय तू. तुझ्या आई बहिणी झोपत असतील गावातील लोकांबरोबर. भड… ","offensive"
" सत्य नेहमीच कटू असतं आणि अंधभक्त अजूनही त्यावरून फुकट अजित पवार ह्यांना लक्ष्य करत बसतात व्हाट्सअप्प ग्रुप वर ","not offensive"
" तुजाईला समाधान देतोय ना मग बस झ्हाला  तिच्या पुचित मिरची घातली होती साली रांड ","offensive"
" ज्या गोष्टी संसदेला सांगायच्याआहेत त्या सांगितल्याआणि lac भूभागात चीनने जो आक्रमकपणा व घुसखोरी के… ","not offensive"
" मुर्खा...शिवाजी राज्य संपले 50 वर्षातच... बामनांनी संपवल . नंतर पेशवाई आली नंतर इंग्रज 1… ","offensive"
" आजपर्यंत परप्रांतियांना पाठीशी घातलं पण आज तेच यांना शिव्या घालतात... अजूनही वेळ गेली नाहीत यांना आता हाकला.… ","offensive"
" एकदम मान्य   नाहीतरी ही भिकारचोट मंडळी त्या सिनेमामध्ये आपल्या संस्कृतीचा लिलाव करताना प… ","offensive"
" मुलांना बोलतात रागवतात ते फक्त प्रेमापोटी आणि त्यांनी सुधारव यासाठी पण आजकालची मुलं एका सेकंदात वापस बोलतात… ","not offensive"
" सर्वांनी हे ग्रंथ अवश्य खरेदी करा. राष्ट्र आणि धर्मरक्षणाचे उपाय. देशाची सद्यस्थिती पाहता हिंदुंवर अ… ","not offensive"
" हिटलर भाजप च्या गोटया चोळ्या … ","offensive"
" म्हशीच्या गळ्यातील घंटा सुशांत रिया  कंगना आलिया नेहरू पटेल  पाकिस्तान चीन। ","not offensive"
" तुझ्या पुच्ची काही कामाची रायली नसणार मग तुझ भोक बेस्ट असणार ","offensive"
" काही लोक स्वतःचेच म्हणणं मग चूक असलं तरी खरं करतात.... स्वतः इतकं हुशार कोणीच नाही हेच पटत नाही त्यांना... आशा लोकांकडे… ","not offensive"
" एवढ कळालं असतं तर त्यांनी भाजप कधीच सोडली असती.  अंध भक्त मंद भक्त ","offensive"
" भारतात ६०० तर जगभरात ७००० हेल्थकेअर वर्कर्सचा संसर्ग काळात झाला आहे. india today ","not offensive"
" व्हय रे चोम्या तू शिकवणार मला कोणाला प्रेम करायचे ते.. दळभद्री सल्या.. ","offensive"
" २०१४ साली महासत्ता होण्याची स्वप्न बघणारा आमचा युवक २०२० साली बेरोजगारी भत्ता मागू लागला. एवढा अनर्थ evm वरच्या एका बट… ","not offensive"
" ही मराठी माणसाची एकजूट चं आहे की कंगना ह्या विषयावर महाराष्ट्र भाजप गप्प आहे  जास्त खळखळ नाही करत.. ज… ","not offensive"
" फक्त सहकलाकरणीला जी साडीत फिरते तिला पॉर्नस्टार म्हणु शकते. ","not offensive"
" च्यायला जोडीनं येणार हाय वय तु... बर आहे म ये पाऊस गेल्यावर. ","not offensive"
" असो की यात राज्य सरकारला न्यायालयीन लढाईत अपयश आले आहे. फक्त भावनिक लढाई करून सहानुभूती… ","not offensive"
" निघ आईघाल्या पाकिस्तानात  तुझं इथं काय काम कटव्या  इथं राहून देतोय हे हिंदूंचे उपकार समज ","offensive"
" च्यायला सगळ्यांना धमक्या देणारे फोन चालू झाले काय... आता चिंधी चोरांना पण धमक्या येऊ लागल्या म्हणजे लॉक… ","not offensive"
" करोनाविरोधातील लढ्यात मोठा धक्का  ऑक्सफर्डने थांबवली करोना लस चाचणी. भारतातही या लसीची चाचणी सुरु करण्यात आली होती. ","not offensive"
" बघ म्हणजे जग… ","not offensive"
" हो आईघाल्या  मुंबई आमच्या बापाचीच आहे. तुझी औकात काय आहे रे भिकाऱ्या? ","offensive"
" क्या रे i झवाड्या देश के सिविल सर्विस के सिस्टम में इतना बडा घोचा है और तुम लोग देश की जनता को बताता नहीं है… ","offensive"
" कोरोणा लवकर घालवायचा आहे असं वाटतंय देशाचे महत्वाचे मुद्दे पुढे आणायचे असतील आर्थिक स्थिती वगैरे तर सोशल मीडिया वर… ","not offensive"
" तुमच्या एवढा घाबरणारा मुख्यमंत्री मी कधीच पहिला नाही. धर्मा पाटलाच्या गावाला जायच्या आधी तुम्ही त्यां… ","not offensive"
" राष्ट्रभाषा म्हणत असाल तर तिला कडवं घेऊन खुशाल हिंडाव  बाकी महाराष्ट्र अन मराठीच...   मैंने बोल्या..च्यायला ढोल्या… ","not offensive"
" कंगणाला जितकी प्रसिद्धी आणि महापालिकेच्या कारवाईने दिली तितकी सलग १२ ब्लॉकबस्टर चित्रपटांनीही मि… ","not offensive"
" आज साक्षरता दिवस आहे आजच्या दिवशी तरी तुमची आनी पानी कोळशाची गोनी तुमच्या घालून ठेवा… ","not offensive"
" आयपीएलच्या १३ व्या मोसमात या ३ सलामीच्या जोड्या यूएईमध्ये उभारणार धावांचा डोंगर? ","not offensive"
" भाजप च्या गोट्या चोळ्या आहेस का ","offensive"
" ✍️ माझ्या ह्रदयातील स्पंदने तुझीच वाट पहात आहेत केव्हा येशील आयुष्यात माझ्या याचीच वाट पाहत आहे ओढ तुझ्या प्रेमाची आ… ","not offensive"
" अरे बाबा घे अमराठी लोकांना अजून डोक्यावर. .. कधी सुधारणार काय माहित . मुंबई ला काही पण बोली ते नाही दिसलं का हो ?… ","offensive"
" ची फाटली का ची कोणी सांगेल काय राव कोणाची फाटली..... ","not offensive"
" आरे मुर्खा तुझ्या सारख्या बीनडोक दोनहीकडुन बोलणार्या चोमु मुळे हे होत आहे ","offensive"
" एक बाईने तुमच्या तोंडात शेण घातले ते बघ आधी. मुलीच्या फोटोला चप्पल मारतात  डॉनच्या धमकीवर शेपूट घालून घरात बसतात आ… ","offensive"
" आरक्षण ५ न्यायमूर्तींच्या घटनापिठाकडे वर्ग शैक्षणिक प्रवेशात व नोकरभरतीत आरक्षणाला स्थगीती   राज्य सरकारचे ","not offensive"
" तरीही काही भिकारचोट जाणता राजा कस काय म्हणता काय माहित  ","offensive"
" मनात असंख्य वेदनादायी प्रश्न त्यावर न मिळणारी उत्तरं असंख्य असे आक्रोश त्यावर न मिळणारा दिलासा ","not offensive"
"  मधमाशी नसेल तर प्राणवायू मिळणं बंद होईल.  ","not offensive"
" भाषावार प्रांतरचनेचा आग्रही पुरस्कार करणारा मराठवाडा नेहमीच अखंड महाराष्ट्रवादी राहिला. पण मराठवाड्याच्या वाट्याला नेहमी… ","not offensive"
" मराठा आरक्षणाला स्थगिती  मात्र मागील वर्षीच्या शैक्षणिक प्रवेश ग्राह्य ","not offensive"
" एकेकाळी तमाशा प्रधान फक्त मराठी सिनेमा होता आणि शेतीप्रधान देश ... आता सगळा देश तमाशा प्रधान झालाय..प्रत्येक गोष्टीचा त… ","not offensive"
" गुलाबाच्या कळीला थांग नव्हता   ती अल्लड वाऱ्याच्या झुळकेला लाजून जायची . मनोमनी मंद काजव्याची लगबग तिच्यापाशी गुंतत होती… ","not offensive"
" काय फेकलो मनमोहनसिंग यांची विकिपीडिया वाचन मग.... गरीब घरून शिक्षण घेवून स्वताच्या दमावर बन… ","not offensive"
" माझे कुटुंब  माझी जबाबदारी मोहिमेवरून भाजप नेत्याचा मुख्यमंत्र्यांना टोलाhttps   t.co uhlwrhnkvc ","not offensive"
" सुशांत बिहारचा रिया बँगलोरची कंगना हिमाचल प्रदेशची.. आणि भांडणं महाराष्ट्रात.. आरं कुठं नेऊन ठेवलाय महाराष्ट्र मा… ","not offensive"
" ज्या एकाचा डोळा लाल झाला आहे ना तो पूर्व नौसैनिक आहे हे न समजू शकणारे किती मंद आहेत हे सांगायची… ","offensive"
" हो आताही पाठिंबा द्यायला काही हरकत नाही.. तसही अर्णब आणि कंगना नि मुंबई आणि महाराष्ट्र पोलिसांचा अप… ","not offensive"
" तुजाईला चेककर तिच्या बॉल वर चावलो होतो मी  सांगेल ती रांड कुठं गेली होती ","offensive"
" हुश्श..सुटका झाली... टाका आता बाहेर एकदाचा तो तोंडात धरून ठेवलेला मावा.. सांभाळून टाका आजूबाजूला ब… ","not offensive"
" केंद्र सरकार ने नेमून दिलेल्या वकिलाने योग्य बाजू मांडली  राज्यला ते जमलं नाही  सिब्बल साहेबांसारखा व… ","not offensive"
" तो बोल मंद हळवासा  आयुष्य स्पर्शूनी गेला सीतेच्या वनवासातील जणू अंगी राघव शेला ❤️❤️ ग्रेस ","offensive"
" सौंदर्याला नेहमीच  अपूर्णतेचा  अभिशाप असतो हे खरंच आहे.... गंधाविना फुललेली ही फुलं याचंच प्रत्यय आहेत.... ","not offensive"
" माननीय श्री गडकरी जी हे काय चालू आहे संपूर्ण भारतात हायवेवर मस्जिद दर्गे येतातच कसे लवकरात लवकर हा… ","not offensive"
" आपल्या आई वडिलांच्या  भगीरथ  प्रयत्नांनंतर आपला जन्म झाला  तो देखील महाराष्ट्रात. राज्या… ","not offensive"
" अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत रा… ","offensive"
" मुंबई महानगरपालिकेने जेवढ्या वेळात कंगना राणावत यांचे कार्यलयाचे अतिक्रमण काढले  तेवढ्याच वेळात मुंबईतील इतर अतिक्र… ","not offensive"
" शिवबाला घडविणाऱ्या जिजाऊंचे तुम्हाला भान पाहिजे मुलींना शिकविणाऱ्या सावित्रीचे तुमच्या हृदयात स्थान पाहिजे जळली या समा… ","not offensive"
" शब्द मनाच्या फांदीवर विसावा घेऊन झुलले की ख या अर्थाने शब्दातील अर्थाचा पिसारा फुलतो.पण मनाच्या फांदीवर जर पूर्वग्रह  द्वेष … ","not offensive"
" विचारांच्या वादळात हरवलं की मनाचे प्रश्न मात्र अनुत्तरीत राहतात... ","not offensive"
" सुप्रभात ट्विटरकरांनो.. मास्क वापरा  आपापसात अंतर राखा  काळजी घ्या❤️ sic. ","not offensive"
" लडाखमध्ये भारत चीनच्या जवानांमध्ये पुन्हा संघर्ष?  भारतानं गोळीबार केल्याचा पीएलएचा आरोप. भारतानं वॉ… ","not offensive"
" अर्णब वर हक्कभंग काय आणला … ","not offensive"
" तुमचं म्हणजे अस आहे  उचलली जीभ लावली टाळ्याला.... देशाचे पंतप्रधान आदरणीय मोदीजी यांच्याबद्दल बोललं त… ","not offensive"
" महाराष्ट्रातील भिकारचोट विरोधी पक्ष जे… ","offensive"
" झाट कुणी भाव देत नाही रे तुला इथे ट्विटर वर. तू कर ना तुझी acting  short films. नको तिथे कशाला उगीच.? ? ","offensive"
" चांगल्या माणसांवर कधीही करू नका...  कारण गेली की तिचं बनत असतं...   टिप  … ","not offensive"
"  घ्या राउत ती तर pok बोली जे की हिंदुस्तान च आहे हे बेन मुंबई ला पाकिस्तान बोला आता काय रिप्लाई देता की तोंडा… ","not offensive"
" आपल्या म्हणण्यावर थोडी हाय ते.. ते दळभद्री चांगले खेळायला पाहिजे.. जाऊ दे मला काय गरज मी तर popcor… ","offensive"
" तर मग त्याचे काय बावळट? दिल्ली मध्ये गेलयेस कधी का फक्त मुंबईतील कचरपट्टीत समाधान वाटते… ","offensive"
" भारतात ड्रग्स (गांजा  चरस व इतर) सेवन legal करावं का? गेले काही दिवस हेच ऐकत आहे म्हणून सहज विचारलं. ","not offensive"
" भडव्या तूझी लायकी काय रे भाड्या ","offensive"
" मूर्खा त्यांना काही मराठी माणसं बोलायला नाही गेले तेच आले इथं भिकारी ","offensive"
" बरं.. काही का असेना... पण तिने एखादं काम सांगावं आणि ह्याने करू नाही असं कधी होईल का? मग तो भलेही कसंबसं engineering नि… ","not offensive"
" सुज्ञ मनुष्य जरी थोडे थोडे शुभ कर्म करीत राहिला तरी परिणामी तो चांगुलपणाने भरून जातो . १०. चंदन   धूप   कमळ   मधुमा… ","not offensive"
" ध्येयाकडे जात असताना वेदना या काही काळ असतात पण  ध्येय साध्य केल्यानंतर मिळणारी कीर्ती अजरामर असते.   unknown… ","not offensive"
" मी पण मराठी आहे पण माझे विचार तुज्या सारखे बावळट नाही  मी सर्व… ","offensive"
" आईघाल्या तुझी गांड दुखते का ? उद्धवसाहेब मुख्यमंत्री आहे म्हणून ","offensive"
" तु गू खा रे भड्व्या सोनिया चा़ दलाल ","offensive"
" दादांनी किंवा करून शिक्षण सेवकांना नयाय द्या… ","not offensive"
" आताच आलेल्या माहिती नुसार ... खाजपा मध्ये पागल झालेल्या मंदाचीं यादी ज़ाहिर झाली आहे.. (सत्ता नसल्या मुळे होणारे मं… ","not offensive"
" याने तर लोकांची फाडून ठेवली ","offensive"
" सरकारने आणि मीडिया ने रिह्या  सुशांत आणि कंगना यांना जेवढं गांभीर्याने घेतला तितकंच राहुल गांधी ला घेतला असत तर थोडं का होई… ","not offensive"
" मुर्ख वागळे हे बघ। अरे मुर्खा एखादा नौसेना कर्मचारी नौसेनेतुन निवृत्ती नंतर मर्चंट नेवी म… ","offensive"
" जिवनात माणूस जेवढा कामाने थकत नाही  त्यापेक्षा जास्त विचाराने थकतो... ","not offensive"
" का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक काय स्पष्टि… ","not offensive"
" ह्या असल्या दळभद्री लोकांना अक्कल शिकवायला हवी. होय मि complaint केलीय. तुम्हीही निदान अकाउंट रिपोर्ट करा त्याचे… ","offensive"
" आताच आलेल्या माहिती नुसार ... खाजपा मध्ये पागल झालेल्या मंदाचीं यादी ज़ाहिर झाली आहे.. (सत्ता नसल्या मुळे होणारे मंद) १… ","offensive"
" गेल्या काही वर्षात हवी तशी कामगिरी न करणाऱ्या मँचेस्टर युनायटेड संघाकडून येणाऱ्या २०२० २१च्या हंगामात काय अपेक्षा आ… ","not offensive"
" इयत्ता ९ ते १२ वी वर्गात शिकणाऱ्या विद्यार्थ्यांना स्वच्छेने शिक्षकांच्या मार्गदर्शनखाली शाळेत जा… ","not offensive"
" हे शेतकऱ्यांच्या पाचवी ला पुजलेले आहे. 2013 साली मोदी साहेबांनी स्वामीनाथन आयोग सत्तेत आल्यावर राबवण्याचं गाजर दाखव… ","not offensive"
" स्वप्न थांबली की आयुष्य थांबते विश्वास उडाला की आशा संपते  काळजी घेणे सोडलं की प्रेम संपते म्हणून  स्वप्न पहा  विश्वास… ","not offensive"
" कारे तुझ्या बहीणीच घर फोडल की काय मादरचोद? ","offensive"
" दरवर्षी दोन करोड नोकऱ्या देण्याचे आश्वासन देणाऱ्या दळभद्री सरकारला fy2016 पासून आणलेल्या  सर्वच  जॉब स्कीममधून  फ… ","offensive"
" खरंय.. आणि ह्या प्रकरणातला भाजपचा  आरडाओरडा  आणि मनसेची  शांतता  मराठी मतदार कधीच विसरणा… ","not offensive"
" talented multi  talented मग येतात ऑनलाईन क्लासेस च्या विडीओ मध्ये filter शोधणा या मुली  ","not offensive"
" कोणी ही बावळट माहिती पसरवली आहे माहिती नाही. त्या दर वेळेस बेंगलोर मधे राघवेंद्र स्वामी मठात आराधनेक… ","offensive"
" या दळभद्री मध्ये काय बघितलं सुशांत ने ","offensive"
" बावळट ना मग काय अजून  ","offensive"
" जे सरकार साधं करू शकत नाही ते कसलं दळभद्री पुरोगामी ","offensive"
" असेल ही पण आपली लोक एवढी मंद नाहीत की त्याना भाजप काय खेळ खेळत आहे ते समजतच नाही लोक खूप हुशार आहेत आ… ","not offensive"
" प्रदर्शन...? कसले प्रदर्शन..? कुठे आहे प्रदर्शन..? वृत्तवाहिनी आहात  हिंदी शब्द जसेच्या तसे वापरून आपल्या अल्पबु… ","not offensive"
" प्रेम ही एक अशी विचित्र गोष्ट आहे  जी दुर्बल व्यक्तीला मजबूत आणि मजबूत व्यक्तीला दुर्बल बनवू शकते..  ","not offensive"
" समस्त मराठा समाजाचे अभिनंदन  महाआघाडी सरकार  मराठ्यांचे सरकार..  ","not offensive"
" सुप्रभात... विचारांची दिशा बदला  दशा आपोआप बदलेल ⁠ ⁠ ","not offensive"
" मित्रांनो  एक लक्षात घ्या.. आता फक्त कार्यालय बरोबर नव्हते असं लक्षात आल्यावर बांधकाम तोडण्यात आलेले आहे पण अजून मु… ","not offensive"
" तुजाईचे झाट लई मोठे झ्हाले होते  शेवटी कटिंग वाला बोलाव… ","offensive"
" कितीदा नव्याने तुला अठवावे डोळ्यांतले पाणी नव्याने वहावे  कितीदा झुरावे तुझ्याच साठी कितीदा म्हणावे तुझे गीत ओठी … ","not offensive"
" मोदीची इज्जत नाही का त्याने सा आयुष्यभर काम क… ","not offensive"
" अबे मादरचोद गदधार तूझ्या सारख्या हरामखोचा हा महाराष्ट्र नाही.हा आमचा शिवाजींचा  बाळासाहेबांचा आणि मा… ","offensive"
" पुच्ची ","offensive"
" साली कुत्ती ","offensive"
" सध्याची आर्थिक महामंदी अधिक धोकादायक आहे की 2014 आणि 2019 साली आलेली बौद्धिक महामंदी अधिक धोकादायक आहे? आर्थिक महा… ","not offensive"
" केंद्रात सवर्ण आरक्षण १०  डायरेक्ट मंजूर. आणि महाराष्ट्रात मराठा आरक्षण रद्द. वा रे भिकारचोट. राजकारण आणि राजकारणी ","offensive"
" आम्हा मराठी लोकांना exrta शब्द वापर्न बोहोत आवडते  जस्स.... कोरोना   फोरोना नाश्ता   फास्ता लवडा  … ","offensive"
" केंद्र सरकारची मनमानी वृत्ती अंध भक्तांची वाढती श्रद्धा अन विरोधकांची निष्क्रियता बघता आणखी बरंच काही अस घडेल ज्या… ","not offensive"
" च वाईट .... म ","not offensive"
" ए अर्धवट  काय वटवट लावली आहेस उगाच? विदर्भात किती जिल्हे आहेत ते तरी माहित… ","not offensive"
" कोथंबिरीतून 12 लाखांचे उत्पन्न मिळाल्याचा आहे हा फोटो...पण त्याची सत्यता आलीये समोेर... म https   t.co hxj66rmqsu ","not offensive"
" कारण ती बावळट आहे  आणि continue गरळ ओकतोय तरी मंद लोकांना कळत नाहीय  किंवा कळून सुद्दा तिला support करत आहेत ","offensive"
" नेत्रा डाऊ ताई तुम्ही भक्त आहात हे काय सांगायची गरज नाही. भाई वगैरे तुमचे असतील युपी बिहार वाले  आम्ही मराठा म्णसं… ","not offensive"
" महाराष्ट्राचा सेवक कोण ? ","not offensive"
" जे अनधिकृत असेल तर जरुर पाडाव. ‘किंबहुना  पाडलच पाहिजे. फक्त ते आत्ता अचानक ‘दिसल  हे धक्कादायक व लज्जास्पद आहे. प… ","not offensive"
" जवान तर देशाची रक्षा करतात...पुरात सहायता करतात... हा भडवा आईघाल्या कोणांच काय चोळतो देव जाणे... ","offensive"
" ३ अष्टपैलू खेळाडू जे आयपीएल २०२० मध्ये स्वतःला  फिनिशर  म्हणून करु शकतात सिद्ध ","not offensive"
" जेव्हा तलाठी भरती थांबली होती... तेव्हा तुम्हाला खुप कॉन्टॅक्ट केले.... त्यावेळी तुमच्या… ","not offensive"
" आणि म्हणून मनसे गप्प आहे का मुंबई च्या अपमानावर?? ","not offensive"
" १९३९ साली खोती पद्धत रद्द करून शासनाला कूळ कायदा बनविण्यास भाग पाडणारे आगरी समाजातील नेते नारायण नागो पाटील प्रकल्प… ","not offensive"
" २०१४ साली तत्कालीन काँग्रेस सरकारने कांद्यावर निर्यातबंदी लागू केली असता भाजपने शेतकऱ्यांचा कैवार घेत… ","not offensive"
" साली रंडी ","offensive"
" अंड भक्त ची काही सीमा नसते काही लिहू शकतात ते  चीन कडून घेतलेला कर्ज अंड भक्ता साठीच आहे  ","offensive"
" हो का गोट्या चोळ्या  ","offensive"
" शाखेतल्या लोकांच्या तोंडात बाबासाहेब आंबेडकरांचा उद्घोष वाढल्याचं अजूनही कोणाला जाणवतंय का? ","not offensive"
" सुचत नाही काही आज  फारस मनाला.... दिली आहे थोडी विश्रांती  आज मी स्वतःला.... ","not offensive"
" च्यायला  ","not offensive"
" म्हणलेले पंत मागे एकदा की साखर आणि चहापत्ति तोंडात टाकून सरळ शेगडीवर जाऊन बसतात ते. खरं असावं… ","not offensive"
" अनधिकृत कामांवर कारवाई करायला राजकीय टीका करायची वाट का पहावी? पुढे कोणी दुसरा… ","not offensive"
" फुलपाखराच्या सारखे जगणे हवे तर मग फुलपाखराइतकेच जगण्याची मुभा आहे ","not offensive"
" गुरव बाई लई रांड  लई माणसाचा पुळका तिला झवाडी साली  चु… ","offensive"
" xiaomi ने लॉन्च केला अजून एक स्वस्त स्मार्टफोन redmi 9at  यात मिळेल 5 000एमएएच ची मोठी बॅटरी ","not offensive"
" मोती शेठचा वाढदिवस  राष्ट्रीय बेरोजगार  दिन म्हणून साजरा करण्यापेक्षा  आंतरराष्ट्रीय दळभद्री  दिन म्हणून साजरा कर… ","offensive"
" करोनाविरोधातील लढ्यात मोठा धक्का  ऑक्सफर्डने थांबवली करोना लस चाचणी. भारतातही या लसीची चाचणी सुरु करण्यात आली होती.… ","not offensive"
" ठाकरे औरगझेब याने मराठा समाजाच्या आरक्षणाचा अत केलं आहे...... अरे मु… ","not offensive"
" व्वा   काय मस्त पलटी मारली   याचा अर्थ समजला का ? फा ट ली   त्याशि… ","not offensive"
" रामराजे आणि राहुल दोघे सोडले  तर बाकी पत्रकारांनी धुनी भांडी विषयात डिप्लोमा केला आहे  असं वाटतं. ","not offensive"
" माहिती आहे का महाराष्ट्रात पण लोकशाही जी… ","not offensive"
" ह्या असल्या दळभद्री सरकारचा जाहीर निषेध ","offensive"
" कोल्हापूरत जोरदार पाऊसाची सुरवात... कोल्हापूर ","not offensive"
" श्रीमंत पेक्ष्या ज्ञानी बघा (म्हयनती)तो कधीही श्रीमंत होऊ शकतो .आणि श्रीमंत(उडानटप्पू)कधीही गरीब.इति सुशांत ","not offensive"
" उध्दव ठाकरे तुझे क्या लगता है  हे बोलून तिने लायकी दाखवली आहे. सरकारने राज्यातील प्रश्नावर लक्ष द्यावे.… ","offensive"
" त्या बावळट माणसाला माफी मागण्याची तरी लाज आहे का ","offensive"
" दळभद्री कुठला ","offensive"
" मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपासता ना… ","offensive"
" हो रे नकट्या. मग त्या अधिकारी पदावर काम केलेल्या थेरड्याला एवढी अक्कल असू नये कि घटनात्मक पदावरील… ","not offensive"
