tweet	subtask_a	subtask_b	subtask_c
सर्वात जास्त.. धावा   विराट कोहली (५४१२) बळी   लसीथ मलिंगा (१७०) षटकार   ख्रिस गेल (३२६) चौका…	not offensive	NULL	NULL
मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली तुम्ही सगळे कलेक्टर होते.	not offensive	NULL	NULL
आहों अंड भक्त बेरोज़गारी  gdp कांदा निर्याती वर बंदी २० जवानाना मारला चींन ने तरी…	not offensive	NULL	NULL
चायना घुसून घुसून बांधकाम करत होती तेव्हा असं नाही बोलला शेट   आता गप्प बसा जरा.. घ्या दमान जय हिंद  जय महाराष्ट्र…	not offensive	NULL	NULL
विशिष्ट संघी नागपूरकर आणि पाकिस्तानी पंजाब्यांमध्ये हे एक खूप मोठे साम्य आ…	not offensive	NULL	NULL
भीती आली की  व्यक्तीला घरची आठवण येते. म्हणून सतर्क राहण्यातच समजदारी आहे	not offensive	NULL	NULL
आठवलं  चे ठेकेदार पूर्वी फार आक्रमक होते आता बघूया किती आक्रमक होतात. नाही झाले तर समजायचे ते समजून घ्यायला हरकत…	not offensive	NULL	NULL
नशीब    कोणीतरी आहे जिवंत इथे मायानगरीत	not offensive	NULL	NULL
qr स्कॅन करून जर कोणी पैसे घेत असेल तर सावध रहा कारण काही सेकंदा मध्ये तुमचं अकाउंट 00.0 ₹ होऊ शकतं...	not offensive	NULL	NULL
नेपाळ आता उत्तराखंड  हिमाचल  उत्तर प्रदेश  बिहार आणि सिक्किममधील अनेक शहरे ही नेपाळचा भाग असल्याच म्हणतोय..त्यासाठी…	not offensive	NULL	NULL
महाराष्ट्र राज्य सरकारच्या मराठा आरक्षणाला स्थगिती देऊन खंडपीठाकडे पाठवले मग केंद्र सरकारच्या आर्थिक आ…	not offensive	NULL	NULL
गेल्या सहा वर्षात गरीब कल्याणासाठी झालेलं काम अभूतपूर्व असल्याचं पंतप्रधानांचं प्रतिपादन. राफेल विमानं उद्या अधिकृत…	not offensive	NULL	NULL
तेंडुलकर जेवढा कौतुकाने वर आकाशाकडे बघत मैदानात उतरायचा ना तेवढ्या कौतुकाने बळीराजा वर बघत शेतात जायला हवा. प्रत्येक शेत…	not offensive	NULL	NULL
लहानपणापासुन ऐकत आलो.. देवा धर्माचा अपमान करु नये. साधुसंतांचा सन्मान करावा. स्त्रीयांचा मान राखावा. खोट बोलू नये.…	not offensive	NULL	NULL
मोदिजी तुम्हाला वाढदिवसाच्या हार्दिक शुभेच्छा..♡♡♡♡♡ तेवढ आमच्या रोड च काही होतय का बघा   तुम्ही 2014 साली आला होता ते…	not offensive	NULL	NULL
जेव्हा सर्वसामान्य लोकांच्या मनात खरे काय  खोटे काय अशी संभ्रमाची अवस्था तयार होते  तेव्हा मनाच्या मदतीला अध्यात्म येते. राग…	not offensive	NULL	NULL
अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत रा…	not offensive	NULL	NULL
बाहेर सुगंध मातीचा पावसाच्या सरी गाजे  घरात सुगंध कसला आले समोरून भजे.. पावसात वेगळीच मजा...	not offensive	NULL	NULL
....म्हणून मार्लन ब्रांडो ने प्रतिष्ठित  ऑस्कर  पुरस्कार नाकारला होता	not offensive	NULL	NULL
ज्यानं हे लिहिलंय अगदी समर्पक आहे  चोर खुप हुशार असतात  जेव्हा ते म्हशी चोरतात तेव्हा सर्वप्रथम ते त्या म्हशीच्या गळ्यातील…	not offensive	NULL	NULL
दोन पाय किती विसंगत असतात  एक पुढे आणि एक पाय मागे. पुढच्याला गर्व नसतो  मागच्याला अभिमान नसतो कारण त्याला माहित असतं क्षणा…	not offensive	NULL	NULL
चहाच्यामध्ये थोडं काम...	not offensive	NULL	NULL
२०१० साली upa सरकार असताना कांद्याचे भाव वाढत असल्यामुळे कांद्याची निर्यातबंदी केली  आयातकर कमी केले  पाकिस्तानातून कां…	not offensive	NULL	NULL
जिवनामध्ये स्वतःला न पटणार्‍या गोष्टी स्पष्टपणे जो नाकारू शकतो त्याला कधीच पश्चाताप करण्याची वेळ येत नाही.. …	not offensive	NULL	NULL
मुलगा   तुला फिरायला आवडते आणि मला तुझ्यासोबत फिरायला.. मुलगी   आणि मला आवडते तुला माझ्या मागे मागे फिरवायला  मु…	not offensive	NULL	NULL
बजाज ऑटोमध्ये २००८ साली 25 लाख गाड्यांचे उत्पादन झाले तेव्हा ९ ५०९ कामगार होते  तेच २०१२ मध्ये गाड्यांचे उत्पादन 43…	not offensive	NULL	NULL
काहीजण  जात  लिहताना  शुद्ध  असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते. तुमची ती शुद्ध आणि बाकी…	not offensive	NULL	NULL
०९ सप्टेंबर   जगाच्या इतिहासातील आजच्या दिवसाचे महत्व काय?	not offensive	NULL	NULL
मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वास…	not offensive	NULL	NULL
केंद्रसरकारच्या भारत पेट्रोलियमच्या खासगीकरणाच्या निर्णयाविरोधात कर्मचारी आक्रमक	not offensive	NULL	NULL
सारवासारव पूर्णतः खोटी बातमी करणी सेना  रिपब्लिकन आणि सामान्य जनतेचे प्रचंड समर्थन पाहून फाटे परत गेले. काय गोट्या…	not offensive	NULL	NULL
उत्साह आयपीएलचा  एकवेळी दुबई जायला नकार देणारा दिग्गज आज दुबईला रवाना	not offensive	NULL	NULL
च्यायला कोणी उठत आणि चहा पिऊन येत. कोणता चहा बनवत असेल बर इथं	not offensive	NULL	NULL
2) कातळ  या रणजित देसाई यांच्या पुस्तकात ग्रामीण भागात 1948 साली कूळ कायदा आला.या कायद्यामुळे शेकडो वर्ष…	not offensive	NULL	NULL
पंजाबी घरात जन्मलेला अक्षय एवढी भारी मराठी बोलतो याचं अनेकांना आश्चर्य वाटतं. आज या खिलाडी कुमारचा वाढदिवस.…	not offensive	NULL	NULL
हो.. पण काय वेळ आलीये पहा.. त्याच भाजप च्या साठी काम करायची वेळ आलीये... कारण...?? फक्त शिवसेना…	not offensive	NULL	NULL
मालिष्काने बीएमसीवर गाणं केलं म्हणून तीच्या घरातल्या कुंडीत डेंगीच्या अळ्या. सोनू सूद सरकारला समांतर काम करतो म्ह…	not offensive	NULL	NULL
pubg बॅन ठरला मृत्यूचे कारण  पश्चिम बंगाल मध्ये 21 वर्षीय तरुणाने केली आत्महत्या	not offensive	NULL	NULL
प्रत्येक मुंबईकर जगतो हे जगणे  परप्रांतीयांना गोंजारण्यात धन्यता मानते bmc मराठी माणसाने साधी वडापावची…	not offensive	NULL	NULL
ते who न स्तुती केलेलं धारावी मॉडेल कुठ गेल पाटील साहेब? मराठी उत्तर भारतीय चतुर्वेदी ते मराठी पा…	not offensive	NULL	NULL
आपली घरं जळत आहेत  दुसऱ्यांच्या घरांवर आग लागलेली बघायचं बंद करा. कारवाई योग्य आहे. परंतु कोरोना  अर्थव्यवस्था  म…	not offensive	NULL	NULL
आमचे मित्र श्री.विष्णू चवरे सर यांची कन्या कु.गार्गीने (इयत्ता ३री) काढलेले यांचे चित्र....…	not offensive	NULL	NULL
ज्यांना असं वाटतंय की कंगना भाजपमध्ये प्रवेश करेल व मोठी नेता होईल  ते अजून स्मृती ईराणी यांना ओळखत नाहीत. कं…	not offensive	NULL	NULL
सीबीआय तपास करत असतानाही मीडिया ट्रायल करणे कितपत योग्य आहे?? न्यायव्यवस्था सांगते की गुन्हा सिद्ध होत नाही तेव्हा पर्यंत आ…	not offensive	NULL	NULL
व्वा   तुमच्या तोंडात साखर पडो	not offensive	NULL	NULL
मी भाकरी करायला अलिकडेच शिकलेय अन् 3 4 वेळाच केलीय पण आज भाकरीला पदर सुटला अन् ती फुगली. पहिल्यांदा आईसारखी करायला जम…	not offensive	NULL	NULL
इकडे मराठा समाजात असंतोष दिसु लागताच बारामतीचे करामती काका आपली दलीत वोटबैंक मजबूत करणेसाठी भिमाकोरेगाव विषय घेऊन आले.मराठा आर…	not offensive	NULL	NULL
काँग्रेस आणि जनता दलाने (धर्मनिरपेक्ष) विरोध केला असतानाही कर्नाटकचे मुख्यमंत्री बी. एस. येडियुरप्पा यां…	not offensive	NULL	NULL
फक्त हा पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा  घामाचा योग्य मोबदला म्हणून एक नोट जरी भेटली ना तरी माझ्या…	not offensive	NULL	NULL
बँकेचे लोन गरीब   वर्ग वेळेवर देऊ शकला नाही तर त्यांना जमीन विकून डोक्यावरचं कमी करावे लागते आणि मान…	not offensive	NULL	NULL
मुंबई महानगरपालिकेला आधी काय खटकलं पाहिजे ?? रस्तेयुक्त खड्डे बांधकामे	not offensive	NULL	NULL
का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक का…	not offensive	NULL	NULL
अहो दादा.. जरा चेक करा आधी.. शिवसेना भाजप च्या पाठिंब्यावर नाहीये महानगरपालिकेत.. भाजप वि…	not offensive	NULL	NULL
जालन्यातील दुहेरी आरोपींना शिक्षा द्या   ची मागणी या हत्या…	not offensive	NULL	NULL
मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली आम्ही सगळे कलेक्टर होतो.	not offensive	NULL	NULL
सगळेच कुलकर्णी बावळट नसतात  बावळट कुलकर्णी लगेच ओळखून येतात	not offensive	NULL	NULL
थोडे वेडे व्हा. व्हा थोडे वेडे. अगदीच  नुसतेच  अन् नेहमीच शहाणे राहण्यात काय शहाणपण आहे?   व द घाटे ( पांढरे केस  हिरवी म…	not offensive	NULL	NULL
jio चा स्वस्त 5g फोन डिसेंबर मध्ये होईल लॉन्च  मुकेश अंबानींनी केली तयारी	not offensive	NULL	NULL
नागरिकांनी आपल्या स्वत च्या जीवनातील प्रश्न समस्या आपल्या मुलाबाळांचे भवितव्य याबाबत सजग असलं पाहिजे. तुमचे मूलभूत प्र…	not offensive	NULL	NULL
फिरकीचा जादूगार शेन वॉर्न	not offensive	NULL	NULL
पालकांनी अमुक व्यवसाय काही ठराविक समाजातीलच लोक करू शकतात हा गैरसमज दूर करावा  मुलांना लक्ष्मणराव किर्लोस्क…	not offensive	NULL	NULL
फुलली ही शेवंती फुललंय मळा बघा.. मंद झुळूक येता कसा उळतोय हा झगा..	not offensive	NULL	NULL
अनधिकृत बांधकाम करणार आणि वरून पाकिस्तानसोबत तुलना करणार. हा माज असाच तोडला पाहिजे. well done bmc	not offensive	NULL	NULL
600 फॉल्लोवेर्स पूर्ण  अविश्वसनीय प्रवास    सर्वांचे आभार आणि मनःपूर्वक धन्यवाद    ❤️❤️ जय जिजाऊ जय शिवराय	not offensive	NULL	NULL
संसारात आपण निर्णय घ्यायचा नाही. बायकांना घ्यायला लावायचा. चुकला तर त्यांचा आवाज बंद. बरोबर आला तर क्रेडिट त्यांना…	not offensive	NULL	NULL
जिंकण्याची मजा तेव्हाच येते जेव्हा सर्वजण तुमच्या हरण्याची वाट पाहत असतात...	not offensive	NULL	NULL
हद्दीत घुसून दहशतवाद्यांचा खातमा केला…	not offensive	NULL	NULL
करूनही जर घरात सुख शांती पैसा राहत नसेल तर... फसवणुकीचा गुन्हा दाखल करता येईल का...????  सहज शंका आ…	not offensive	NULL	NULL
भारताचे लोकप्रिय पंतप्रधान माननीय श्री नरेंद्र मोदी जी यांच्या वाढदिवसानिमित्त  भारतीय जनता पार्टी जिल्हा हिं…	not offensive	NULL	NULL
सर्व त्रास सहन करून पुन्हा उठण्याचा प्रयत्न करत आहे जुने सर्व काही सोडून नवी स्वीकारण्या…	not offensive	NULL	NULL
स्वीडन विरुद्ध गोल करत आपल्या देशासाठी १०० गोल मारणारा ख्रिस्तीयानो रोनाल्डो बनला जगातील दुसरा खेळाडू. या आधी इराणच्या अली…	not offensive	NULL	NULL
इयत्ता ९ ते १२ वी वर्गात शिकणाऱ्या विद्यार्थ्यांना स्वच्छेने शिक्षकांच्या मार्गदर्शनखाली शाळेत जाता येणार आ…	not offensive	NULL	NULL
एकदा जयू आणि जुही त्यांच्या एका मित्राकडे जातात. मित्राची मावशी (इंग्रजी चा तोरा मिरवायला)  who ही?  मी जुही. …	not offensive	NULL	NULL
देवाभाऊंच्या मुद्देसुद भाषणाला उत्तर काय तर.. आशेवर दिवस ढकला. आपला मास्क हीच आपली लस. हात धुवा. शिथिलता किंबहुना गाफील रा…	not offensive	NULL	NULL
कंगनाजी🇮🇳 आज तू दाखवून दिलेस तू भारताच्या स्त्रीयांसाठी प्रेरणादायी आहेस। चे नट नट्या तों…	not offensive	NULL	NULL
कोण कुठली कंगना तीच घर काय पाडलं सगळा देश उठला  इथे किती तरी आदिवासींचे घर  जमी…	not offensive	NULL	NULL
आज जे हे मराठी चित्रपट सृष्टीतील कलाकार बॉलीवूड वाल्याचा चा उदोउदो करतायेत त्यांनी एवढं लक्षात ठेवावं की  ह्यांच्यामुळं…	not offensive	NULL	NULL
एका राजभाषेचा मराठी माजी मुख्यमंत्रीला मराठी बोलायला येवढी लाज वाटते. आता तरी मराठी जनतेने एकत्र यावे आणि या…	not offensive	NULL	NULL
पूर्व भागात जवळ चीनचं सशस्त्र सैन्य तैनात. पूर्व लडाख भागात lac जवळ ४० ते ५० चिनी सैनिक तैनात.	not offensive	NULL	NULL
तुझे माझे श्वास एक झाले दोघांचे प्राण एकमेकांत गुंफले होऊदे शेवट एकाचक्षणी राहुया आठवणीत एकत्र लोकांच्या मनी  हर्ष…	not offensive	NULL	NULL
महाराष्ट्राचा विरोधी पक्षनेते आपली मते मराठीत का मांडत नाहीत...? महाराष्ट्राची अस्मि…	not offensive	NULL	NULL
space हवी आहे म्हणून ब्रेकअप केलेल्या लोकांपैकी आतापर्यंत कितीजण astronaut झाले?	not offensive	NULL	NULL
कोर्टाने ला स्थगिती दिली आहे. तुमचे ज्येष्ठ विधीज्ञ परमजीतसिंग पटवालिया कोर्टात गोट्या खेळायला जात हो…	not offensive	NULL	NULL
सरड्य ने रंग बदलला. एवढे दिवस गरळ तोंडात धरुन ऊद्धवला ऊद्धटपणा करायला लावला यानेच.	not offensive	NULL	NULL
hahaha हो नक्की सच्चा अंड भक्त ची ओळख आहे ही	not offensive	NULL	NULL
तिढा काँग्रेसच्या अध्यक्षपदाचा     भाग   २ । विश्लेषण । धनंजय सानप । दैनिक मराठी	not offensive	NULL	NULL
जन्म संपून जातो कळण्यात। काय चांगले काय वाईट बघू।। ध्येयाकड़े एकाग्रतेने बघतो। किती सुंदर हा वेडा राघू।।	not offensive	NULL	NULL
मुंबईत एक अनधिकृत बांधकाम पाडलं काहींच्या बुडाला आगलागली. बेळगावात जेव्हा आमच्या छत्रपती शिवाजी महाराजांचा पुतळा काढला…	not offensive	NULL	NULL
प्रत्येक आंदोलनाला एक इतिहास व एक भविष्य असते. स्वातंत्र्याची लढाई  संयुक्त महाराष्ट्र चळवळ  गोवा मुक्ती संग्राम व अशाच…	not offensive	NULL	NULL
खूपच छान माहिती ☺️ अजून नवनवीन गोष्टी समोर घेऊ…	not offensive	NULL	NULL
केवळ शिक्षण देणे म्हणजे साक्षरता नव्हे  तर मानवी प्रगतीच्या वाट्यात अडथळा बनण्याचा  गरिबीला नष्ट करण्याचा तो एक वैशिष्ट्यपू…	not offensive	NULL	NULL
सौंदर्याला नेहमीच अपूर्णतेचा   अभिशाप असतो हे खरंच आहे.... गंधाविना फुललेली ही फुलं याचंच प्रत्यय आहेत....	not offensive	NULL	NULL
सरकार या सर्वावर गुन्हे दाखल करणार का जसे यांच्यावर गुन्हे दाखल केले?…	not offensive	NULL	NULL
त्या जिल्ह्यात काय चालू आहे हे समजून घेण्यासाठी हे देखील वाचा. (महाराष्ट्रात   coming soon to your temple अशी tagl…	not offensive	NULL	NULL
सुशांत आत्महत्या प्रकरण  बॉलिवूडमधील ड्रग्ज कनेक्शन या विषयांपासून कंगना भरकटली   कंगनाने मुंबईची  महाराष्ट्राची…	not offensive	NULL	NULL
मराठी माणसांना आवाहन   शिक्षणात दुसरी भाषा म्हणून हिंदीला सर्व स्तरांवरुन विरोध करा. हिंदी नकोच❌ भारतातील इतर कोणतेही रा…	not offensive	NULL	NULL
आंतरराष्ट्रीय क्रिकेटमध्ये सर्वाधिक विकेट्स घेणाऱ्या मुथय्या मुरलीधरननेच दिल्यात सर्वाधिक धावा...	not offensive	NULL	NULL
नीट बोलायला शिका आणि नंतर नेत्यांवर बोलायचं धाडस करा...	not offensive	NULL	NULL
लॉकडाऊन काळातही या क्षेत्राला बसला नाही फटका...ऑनलाईन पार्टनर शोधत असाल तर व्हा सावध... म	not offensive	NULL	NULL
मळगाव येथील आत्महत्या करणाऱ्या तरुणावर मुस्लीम हेल्थ अँड वेल्फेअर फांउडेशनच्या सदस्यांनी केले अंत्यसंस्कार....…	not offensive	NULL	NULL
मुंबई पोलीस आपले घटनादत्त कार्य पार पाडत असताना त्यांचा जा…	not offensive	NULL	NULL
मुंबईत कोण कुत्रा विचारतोय या कंगना फंगनाला? हिमाचल मधे निवडणूक लढवत नाही सेना  तसेच तिथेही कंगनाला कोणी विचारत असे…	not offensive	NULL	NULL
अतिशय योग्य..	not offensive	NULL	NULL
काका  जस एक मोटार गाडी चालवताना दुसऱ्या गाडीचे steering व्हील आपल्या हातात नसते  तसे एक भाषा बोलता…	not offensive	NULL	NULL
ध्येयाकडे जात असताना वेदना या काही काळ असतात पण  ध्येय साध्य केल्यानंतर मिळणारी कीर्ती अजरामर असते.   unknown	not offensive	NULL	NULL
पर्थमध्ये भारत विरुद्ध ऑस्ट्रेलिया सामन्यांवर येऊ शकते बंदी  पहा काय आहे कारण	not offensive	NULL	NULL
• तु आणि महाराष्ट्रात येणाऱ्या इतर भिकारी भैय्यांना आम्ही इथे नाही बोलवले  तुम्ही इथे तुमचे पोट भरायला…	not offensive	NULL	NULL
२०१६ साली भाजपचे तेव्हाचे आमदार व आताचे खासदार उन्मेष पाटील व इतरांनी माजी सैनिक सोनू महाजन यांच्यावर हल्ला केला होता.…	not offensive	NULL	NULL
कंगनाच्या कार्यालयावरील कारवाईला उच्च न्यायालयाची स्थगिती  महापालिकेकडं मागितलं उत्तर. कंगनाने मुंबईची तुलना पाकव्या…	not offensive	NULL	NULL
चुकीचं आहे त्याच्या विरु…	not offensive	NULL	NULL
दोन माणसांमध्ये  दो गज की दुरी  असं ज्या पक्षाचा सर्वोच्च नेता सांगतो त्या पक्षातील ही लोक. बाकी सगळे नियम सामा…	not offensive	NULL	NULL
फाटके कपडे उपाशी चेहरा लोक म्हणाले बिचारा  आई  बाबा कोण याआधी घासाबद्द्ल विचारा. कोपऱ्यात बसवले भाकर देऊनी दया…	not offensive	NULL	NULL
ह्या मिडीया ला कोणी तरी समजावून सांगा रे  देशाला रियाची गरज नाही  तर शेतकऱ्यांना यु रियाची आणि युवकांना नोक रियाची…	not offensive	NULL	NULL
झाशीची राणी लक्ष्मीबाई नेवाळकर  होत्या. झाशी संस्थान साम्राज्याच्या सरदाराचे होते. उर्फ	not offensive	NULL	NULL
नगरसेवक स्थानबध्द  अवैध सावकारी व्यवसायाशी होता संबंध. सोलापूरात एमपीडीए कायद्यांन्वये कारवाई.	not offensive	NULL	NULL
joker says   बोलू दे   थोड़े दिवस आहेत .. नंतर देशमुख गे…	not offensive	NULL	NULL
पारावर च्या एक्सपर्टस कडून पण ऐकेल पवार साहेब म्हणजे चाणक्य   त्यांचा इतक्या वर्षा चा अनुभव   भाजपा ची जिरावली  राजनीती म…	not offensive	NULL	NULL
हे स्त्री तुझ्या चारित्र्यावर तुझीच स्वाक्षरी असू दे अन्य कोणालाही तो अधिकार देऊ नकोस	not offensive	NULL	NULL
वा यानंतर खेळाची कारकिर्द संपते? व्हिक्टोरिया अझारेका  त्सेतवाना पिरोनकेवा  सेरेना विल्यम्स us op…	not offensive	NULL	NULL
देवाभाऊंच्या मुद्देसुद भाषणाला उत्तर काय तर.. आशेवर दिवस ढकला. आपला मास्क हीच आपली लस. हात धुवा. शिथिलता किंबहुना…	not offensive	NULL	NULL
कौतुक कुणाचे करावे सुताराचे की घरमालकाचे🤣🤣🤣🤣🤣	not offensive	NULL	NULL
१९६० साली महाराष्ट्रातल्या साध्या मराठी माणसांनी लढुन मुंबई महाराष्ट्राला मिळवून दिली. ती माणसं म्हणजे कुणी ब्रॅंड…	not offensive	NULL	NULL
सांगा तुमची फेव्हरेट जोडी...	not offensive	NULL	NULL
एक ओळखीचे व्यक्ती खुशाल आई च्या पित्र श्रद्धा साठी फेसबुक लाईव्ह आला ..आणि पुजा वगैरे नंतर काय काय मोठ मोठ्या लोकां…	not offensive	NULL	NULL
बँकेचे लोन गरीब   वर्ग वेळेवर देऊ शकला नाही तर त्यांना जमीन विकून डोक्यावरचं कमी करावे लागते आणि मानसिक ताण घे…	not offensive	NULL	NULL
आरक्षण पडलं च आरक्षण आधीच काढलं घाई करून हरीश साळवे सारखे मराठी वकील काढून कपिल सिब्बल सारखा परप्रां…	not offensive	NULL	NULL
च्यायला म्हतार बरच चाबर दिसतंय	not offensive	NULL	NULL
ला एक प्रार्थना करतो की अश्या व्यक्तीचे कव्हर नका करू. तुम्ही दाखवता आणि तिला अ…	not offensive	NULL	NULL
भक्त   bmc ला आजच जाग आली का?? सामान्य लोक   ncb(अंमली पदार्थ विरोधी दल) आताच जागे झाले का??	not offensive	NULL	NULL
fresh सकाळ आणि चांगल्या feelings येण्यासाठी रात्री झालेलं बोलणं हे समाधान देणार असावं. तरच सकाळी मोबाईल बघितल्यावर…	not offensive	NULL	NULL
मॉर्निंगवॉकसाठी घराबाहरे पडलेल्या मुलाचा जंगलात आढळला मृतदेह. स्थानिकांच्या मते मुलाला वाघाने उचलून नेले होते …	not offensive	NULL	NULL
दगडात देव आहे हे समजवण्यात धर्म यशस्वी झाला पण माणसात माणूस आहे हे समजवण्यात धर्म अयशस्वी झाला	not offensive	NULL	NULL
हा महाराष्ट्र काय लेच्यापेच्यांचा देश नाही  वाघाची औलाद आहे वाघची  आणी कुणी डीवचल तर त्याचे काय भयंकर परीणाम होतात…	not offensive	NULL	NULL
शिव्या तोंडात येत होत्या नुसत्या	not offensive	NULL	NULL
जागतिक ओझोन दिन..  मानवी हस्तक्षेपामुळे काही वायूंचे मोठ्या प्रमाणावर होणारे उत्सर्जन यामुळे ओझोन…	not offensive	NULL	NULL
२०२४ साली निवडणूक जिंकून पुन्हा तेच पंतप्रधानपदी विराजमान व्हावेत यासाठी त्यांना परमेश्वर चांगले आरोग्य आणि उदंड आ…	not offensive	NULL	NULL
च्यायला 2024 लवकर यावं राव नाहीतर परराष्ट्र संबंध इतिहासा जमा करेल हा माणूस...	not offensive	NULL	NULL
जेंव्हा भक्त देवाचं करतो  तेव्हा देव त्याचं रक्षण करतो आणि जेव्हा भक्त देवाचं स्मरण नाही करत तेंव्हा पण देव…	not offensive	NULL	NULL
पेट्रोल पंपावर मोबाईल वापरण्यासाठी बंदी का असते?	not offensive	NULL	NULL
संकटं तुमच्यातली शक्ती  जिद्द पाहण्यासाठीच येत असतात...	not offensive	NULL	NULL
अगदी योग्य विश्लेषण केले. एकदा खालील थ्रेड वाचा. आम्हाला सामान्य जनतेला सोशल मीडिया हेच माध्यम आहे…	not offensive	NULL	NULL
पालकांनी अमुक व्यवसाय काही ठराविक समाजातीलच लोक करू शकतात हा गैरसमज दूर करावा  मुलांना लक्ष्मणराव किर्लोस्करां…	not offensive	NULL	NULL
या जगात ए टू झेड सगळे काही ना काही गुन्हा करतात. ९९ टक्के लोक तर गांधीजींची ३ माकडं असतात. गुन्हा होताना डोळे झाकले…	not offensive	NULL	NULL
आमची हिमाचल वाली ताई तिची टीम घेऊन येणार आहे mi ला हरवून जाणार संजय भाऊ तुम्ही jbc आणला तरी आम्ही घा…	not offensive	NULL	NULL
भाषिक चित्रपट कलाकार कधी हिंदीची गुलामी सोडून असं आपल्या नेत्यांना म…	not offensive	NULL	NULL
अर्थव्यवस्था व्हेंटिलेटरवर असताना महाराष्ट्रासारखं राज्य हातात नसणं केंद्र सरकारला कधीच पटणार नाही. त्यात आताचं महाराष्ट्राती…	not offensive	NULL	NULL
माणसाने समोर बघायचं की मागे हयावरच पुष्कळसं सुखदुःख अवलंबून असतं. ~ व. पु. काळे	not offensive	NULL	NULL
केविन डी ब्रॉयना सर्वोत्कृष्ट खेळाडू. ट्रेंट अलेक्झांडर अर्नोल्ड सर्वोत्कृष्ट युवा खेळाडू	not offensive	NULL	NULL
तुझ्या तोंडात साखर पडो...	not offensive	NULL	NULL
कोरोना निवारण मंत्र   पांडूरंग हरी  वासुदेव हरी तू तूझ्या घरी  मी माझ्या घरी मंत्र नाही पाळला तर direct देवाघरी…	not offensive	NULL	NULL
जगातील सर्वात स्वस्त ५ जी फोनची विक्री उद्यापासून सूरु  ही आहेत जबरजस्त वैशिष्ट्ये	not offensive	NULL	NULL
कवितेत काल ज्याला होता जपला... तोच चंद्र आज काळ्या ढगांत लपला... रागाने त्याच्या वीज हि चिडली... नभी नाही चंद्र म्ह…	not offensive	NULL	NULL
लोकसभेला खाज टाकरेंना पोपट बनवला आणि आता उध्वस्त केला म्हणजेच स्वतः रिंगणाबाहेर राहून रिंगणातल्या सर्व…	not offensive	NULL	NULL
मोहाने वेढलेला  जो थोड्याबहुत फायद्याचा हव्यास धरून भलत्या सलत्या खोट्या गोष्टी सांगतो  त्याला नीच समजावे. वसल सु…	not offensive	NULL	NULL
घ्या राउत ती तर pok बोली जे की हिंदुस्तान च आहे हे बेन मुंबई ला पाकिस्तान बोला आता काय रिप्लाई दे…	not offensive	NULL	NULL
मॅट्रीकमध्ये चांगले गुण मिळाल्याने पुण्याच्या फग्र्युसन कॉलेजमध्ये प्रवेश त्यांना स्कॉलरशिपसह मिळाला. पुढे पुण्याच्या इंजिनी…	not offensive	NULL	NULL
या प्रकरणात शिक्षण मंत्री यांनी दखल घेऊन बारकाईने लक्ष देऊन योग्य ती कडक कारवाई करण्यात यावी.…	not offensive	NULL	NULL
जगातलं हे आहे की  नाती  जपणाराच नेहमी सर्वांपासून दुरावला जातो..  शुभ…	not offensive	NULL	NULL
कुतूहल   जीवनासाठी ओझोन १९८५ साली अंटार्टिकावरील ओझोन होलचे अस्तित्व कळले. via	not offensive	NULL	NULL
मंकीबात एकवेळा पण न ऐकलेल्या हँडल नी हि पोस्ट लाईक व रिट्विट करा....   मी त्यांना फाॅलो करण्याचा १००  प्रयत्न करणार ल…	not offensive	NULL	NULL
अहो कमीत कमी मोदींची तरी भक्ती करा एका बावळट पोरीची भांडी घासायला संपूर्ण देशाची यंत्रणा लावलेली आहे. बनाना रिपब्लिक…	not offensive	NULL	NULL
मा. जी.... साहेब माझ्यावर अन्याय झाला आहे २०१४ साली लोकसभेच्या वेळी मला १५ लाख मिळ…	not offensive	NULL	NULL
आज थोड्याश्या पाठिंब्यावर तिने भले तिने उच्च प्रतीची मुक्ताफळे उधळली असतील.. पण हा वाद इथे संपणार नाही हा 20 कोटी…	not offensive	NULL	NULL
भाजप आणि त्याची b टीम  मनसे...	not offensive	NULL	NULL
खेडेगावातून शहरात आणि शहरातून जागतिक शहरांचे स्वप्न दाखविणारे विकासाचे मॉडेल बदलायची वेळ आली आहे. ही नवी व्यवस्था उ…	not offensive	NULL	NULL
ताई म्हणून बावळट म्हणणाऱ्या सुसंस्क्रुत केळ्या  जर अर्णव ला नुकसान नसेल होत तर कोर्टात काय…	not offensive	NULL	NULL
रेल्वे वाले आपापल्या परीने ग्रेट आहेत  पण आम्हाला हि देवदूत  मित्र  शेजारी  आपल्या घरातील वाटते जी माणुसकी एस. टी…	not offensive	NULL	NULL
