id	tweet	subtask_a
3095	RT @USER: ارجعي يا وسخة يا بتاعة البليلة<LF>#للخلف_درر_يا_زمالك	OFF
3096	يا طعم يا سيد امك 😂😂	OFF
3097	RT @USER: الف مليون مبروك يا فايق يا اخويا وعقبال ما نشوفك اورجانيزر في البروم وتشرفنا يا اخويا 😍😍 <LF>@USER انت ال ليا 💖💖	NOT
3098	@USER @USER يا الله يا كريم، يا من بيده ملك السموات والارض، وما فيهن وما بينهن، نقسم عليك بأحب الخلق إليك، محمد وعلي وفاطمة والحسن والحسين صلواتك وسلامك عليهم أجمعين، أن تصلّي على محمد وآله وتفرّج عنا وعن كل مسلم بظهور عدلك المنتظر صلواتك علي	NOT
3099	RT @USER: الكلمة سيف يا تقل منك يا تزيد مقامك	NOT
3100	@USER @USER جهاز سيّء ، يا يعلق يا ما يشتغل <LF>امس سويته اليوم يعلق كل شوي	NOT
3101	مبروك لنا كهلاليين عودة #الاتحاد من الباب الكبير هي بمثابة بطولة جديدة للكورة السعودية واليوم الاتحاد اثبت للجميع مهما كانت الظروف لن ولن يسمح ان يكون محطة عبور من كل قلبي💙 شكراً يا عميييد شكراً يا اتحاااد كنتم بالموعد وهنياً للاتحاديين بهذي الروح القتاليه🔥💛🖤 #الاتحاد_النصر URL	NOT
3102	الدوري المصري بقى عامل زي بولة الاستميشن. الكينج واللي بعده بيضربوا في بعض، وتلاقي اللي بعدهم جابهم وهيركب. قولنا مليون مرة "اصحوا ليغفلونا" 😂😂 جرا إيه يا بيراميدز يا ولاد التيت 😂 أنا بالنسبالي الزمالك ياخد... URL	NOT
3103	RT @USER: يا بلدي يا حبوب 💚💛💙 URL	NOT
3104	@USER @USER @USER تسلم يا اغلى الغالين يا زعيم الزعماء💙	NOT
3105	RT @USER: يا عصبيَّة تحرق الدنيا يا برود يكسر كل شي	NOT
3106	@USER يا عهود يا جميلة الجميلات طوووووووووووووول ما السيسى فى القصر ما تخفووووووش على مصر لأن السيسى هدية الله لمصر ومصر أرض الأنبياء والمرسلين وتجلى بنوره على أرضها رب العالمين وقال عنها ادخلو مصر إن شاء الله امنيين 👇👇👇👇👇👇 URL	NOT
3107	ما قلتلك أنك عن الباقين غير<LF>وفي شوفتك معنى ملذات الحياه<LF>يا مٌلهمي يا سيد الحب الكبير<LF>يا أوّله .. يا أصدقه .. يا مُنتهاه !	NOT
3108	وربي طاقة التحمل ٠٪ يا تنتهي الأختبارات يا أنتي أنا !	NOT
3109	ان شاء الله يعافيك يا حبيبي من كل شر واذى وضيقة واي لحظة وجع ويجعل الهنا والنجاحات والافراااح والزغاريييد عنوانك يا 💞رووووح روووووحي انت💞😍💌🌍💌 خلي بالك ديما من نفسك استودعتك الله في ودائعه التي لا تضيع يا هدية الرحمن يا قدري السعيد📢بحببببببببببببك😍<LF>URL	NOT
3110	RT @USER: يا الله انك توفقهم يا الله URL	NOT
3111	عمار يا دنيا خراب يا مصر URL	NOT
3112	مالهم سيره يا انتا يا انا اتعبو تفكيرهم وش همنا 😜😉؟	NOT
3113	@USER يا ما فى الجراب يا حاوى 😀	NOT
3114	ياعيونها يا عذابي يا سهادي وإغترابيّ يا بحُور غرقت فيها وتهت فيها	NOT
3115	يا قدس يا قدس يا زهرة المدائن ❤🇵🇸✌<LF>برنامج صباح الدار URL	NOT
3116	RT @USER: في اشخاص يا هما يا مش لازم اما بيش يجي غيرهم ياخد مكانهم مستحيل	NOT
3117	لا تطمعين يا ساره لا تطمعين يا ساره <LF>لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين يا ساره لا تطمعين	NOT
3118	بقولكوا إيه لو انت معارض يا تنزل تقول لأ يا تنزل الشارع تعمل ثورة ما تخوتوناش بقى بحوار الشرعية و العذرية ده!	NOT
3119	يا ذا العطا يا ذا السخا اسق العطاش تكرما	NOT
3120	يا أبريل يا أحلى الشهور 💜💜💜✨	NOT
3121	@USER علشان كنت لازم تاخد مسكن يا صبحي يا اخي قبل ما تنام مش هيمشي لوحدة الصداع يعني دا جئت لابقي	NOT
3122	أنت وامثالك وحكامك وعلمائك الزنادقه خنازير دمرتم ومزقتم دول جوار بتحشيد الاف الارهابيين دواعش ومليشيات جنجويل الاجراميه وإرسالهم لقتل اطفال اليمن والعراق وسوريا انتم ابوالاٍرهاب الله يمحيكم من الارض يا سعوديه يا قتله المسلمين يا مجرمين يامنافقين ياجبناء ياغدارين كذابين لعنكم الله URL	OFF
3123	RT @USER: يا الله فرجك ، يا الله فرجك ، يا الله فرجك 🤲🤲🤲💔	NOT
3124	أهِل أوّل يا فل يا كادي يا كُمَّل يا أهل الأدب والذوق وعِشْت وبقيت ومجمّل يا أهل الطيبة والرقة والهرج المتبتب الدُقّة ورب البيت وحشتوني من التاجر إلى السقّاوحشني… URL	NOT
3125	RT @USER: اللهم يا شافي يا كافي يا معافي إشفي جميع مرضانا و مرضى المسلمين و إرفع اللهم عنهم يا حي يا قيوم	NOT
3126	@USER @USER يا قلبي بس يا بيتروس ❤️❤️	NOT
3127	يا زين الدنيا ، يا زين الدنيا ، يا زين الدنيا ، يا زين الدنيا و عيوني تحوفك 🎶🎼🤦🏻‍♀️♥️♥️♥️♥️♥️♥️	NOT
3128	RT @USER: @USER ❤️❤️❤️❤️❤️❤️❤️ يا زينج يا حلاتج يا زين كلامج وعقلج هذه اللي صج مرة اسم على مسمى	NOT
3129	RT @USER: هيـا يا شباب هيـا يا جنـود <LF>هيـا حطمـوا هـذي القيـود <LF>شكـراً لمعلّـم شعـوب العالم <LF>🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩🇸🇩<LF> #لم_تسقط_بعد<LF>#…	NOT
3130	يا علّ وقت الكدر يا صاحبي يصفي	NOT
3131	@USER يا مرحبا والله يا بو سلطان 💙	NOT
3132	يا حقير يا واطي يا داعر يا روكي لوليتش قاعد يلعب مصارعة 5 كورة يضرب فيها وما ياخذ عليها كرت ولا حتى فاول !!!!!!!!!!!!!!!!!!!!!	OFF
3133	RT @USER: يا ليل العرس .. يسوعُ هنا ..<LF>وأناملُهُ ماءٌ وشموعْ ..<LF>فتعالوا يا أطفال ﭐلموتِ<LF>تعالوا يا أطفال ﭐلحزن ِ<LF>تعالوا لنغنّي لي…	NOT
3134	@USER علي يا علي علي يا علي 😂😂<LF>اقعدي يا عفاف تفضلي يا عفاف😂😂	NOT
3135	@USER كل عام وانت بألف خير يا حبيبي والعمر كله يا رب💙💙💙💙💙	NOT
3136	@USER @USER والله مو التافه الا انت واشكالك يا الخونه يا مطية الفرس اجل ما شفت الخير الا من ايران المجوسيه شوف شعبك وين يعمل الان اكثر من خمسه مليون نسمه متواجدين فى السعوديه ولهم كل التقدير والاحترام ويصرفون على عوائلهم فى اليمن وفى الخير ت	OFF
3137	بالنسبة لي اتوقع موسمنا يا ابيض يا اسود يا نحقق كل البطولات الدوري الملك العربية او موسم صفري خالص ما فيها حل وسط ابد	NOT
3138	يا رب فرجك يا رب 🤲🏻🤲🏻🤲🏻🤲🏻🤲🏻🙏🏼	NOT
3139	RT @USER: .<LF> يا نصفي . .<LF> يا نفسي في <LF> مكان اخر . . <LF> يا جمال كوني <LF> يا نعمة من ربي<LF>اه لو تعرف كم احبك....…	NOT
3140	@USER يا شينه يا صارت سالفه ودك تسوين سكيب	OFF
3141	يا إبتساماتي ، يا فرحِي ❤️	NOT
3142	RT @USER: يا عصفور يا صغير مالك كده متحير من طلعلك ريشك بابا توء توء ماما توء توء اومال مين هو رب العالمين URL	NOT
3143	@USER @USER شكلكم نسيتو تغريدة: كينو يا كينو قربت يا كينو .هذا الشخص اذا سمعته يصرح بشي انتظر العكس ولا تنسوا تصريح اللي قال انه دخل في صفقة عموري للتخريب وانظر تصريحك ذا يخدمك او يضرك	NOT
3144	@USER يا تيشيرت العمر أه يا إنبي ♥	NOT
3145	اه يا طنط يا معرصة انا هبقى احسن منك و من عيالك كلهم يا ولية يا جلياطة	OFF
3146	احبك مووت يا بنيه يا حلوه ميه بالميه عليك الناس مرميه حياتي🎵🎶🎵❤️	NOT
3147	@USER وانت طيب يا ابو جمال يا صحبي ❤️❤️	NOT
3148	اللهم نسألك رضاك و مغفرتك و ان تدخلنا جنتك و تبعدنا عن نيرانك يا ودود يا سميع الدعاء و يا مجيب السائلين ..	NOT
3149	RT @USER: يا شوية حرامية يا بتوع الرز #اتحاد_الكورة_المشبوه	OFF
3150	@USER ما موقف القايد صالح مما يحدث.... أين هو الجيش الذي وعد بالحفاظ على مكتسبات الشعب... الماتش مبيوع.. يا تتنحاو قاع يا نرحلو حنا قاع... #يسقط النظام الخائن لثورة اول نوفمبر.. @الشعب هو الرئيس ولا سيادة تعلو غيره... نعم للتغيير.. يسقط الحركى و أ	NOT
3151	@USER @USER ما شاء الله😍😍 الف الف مبروك يا دكتور الله يوفقك يا رب💚	NOT
3152	و انت يا جربان يا ابن الوسخه يا كلب	OFF
3153	يا حزن ليليْ الداكن يا ترى أنا المنسِي أو النسّاي؟	NOT
3154	@USER له يا طرش البحر يا الساقط له. والله ما عرفنالك اهل.	OFF
3155	RT @USER: فينك يا وليد يا سليمان ترحمنا من حسين خرا	OFF
3156	@USER يا ربي يا جودي يا رببيي 😔	NOT
3157	قولهم يا تريكه قولهم يا شوبير تاريخنا كله جي بالتزوير	OFF
3158	يا ديني يا جدعان ع كمية السيناريوهات اللي جماهير الاهلي كانت عملاها ..	NOT
3159	يا شمس عمري يا دفاي و حنيني💙	NOT
3160	اه يا بلد يا اللي بيقعد فيكي عالبحر بيبقي تاجر مخدرات.	NOT
3161	@USER ولا هو زواج عن علاقه او حب عشان تاخذه برضاها اكيد الزواجات التقليديه اسبابها يا أهل يا تنجبر ياهي عندها اهداف و اسباب معينه .. متخيل تقول تزوجته و انا راضيه و ميته عليه وهي ماتعرفه؟؟	NOT
3162	RT @USER: حدا من الحضور صرخلا ل #نجوى_كرم يا مديرة يا قديرة... كلماتك يُدَرّسوا 😂😂😂 <LF>@USER 😂😂😂 URL	NOT
3163	@USER 😂😂😂 يا صابت يا خايت<LF>دابينها خابت خابت	NOT
3164	@USER اشكي الهم يا هنا يا الدي ام تعبتني الله يهديك	NOT
3165	@USER وبعدين نلقى عيالك ياولد الاصول مرمين بالشارع يا مدمن يا قاتل ندفع له ديه	NOT
3166	يا انا صايره نفسيه يا إن فيه ناس تافهه وتحسب نفسها كوميديه.	NOT
3167	RT @USER: الله يا كبر حبكم يا أهل الكويت<LF>يا اخوان مريم أهل الكرم والجود <LF>يا اخواني وعزوتي لى اعتزيت<LF>حزامكم للفزعه دوم جاهز مشدود…	NOT
3168	احببببببك يا اتي، وربي احبببببك، مبروووووك يا عمييييد مبرووووك يا بطل، تستاهل البقاء وتستاهل الف بطوووله 💙💙🖤💛<LF>#الاتحاد_النصر URL	NOT
3169	RT @USER: يا صديقي الذي أحبه<LF>يا حبيبي الذي أصادقه	NOT
3170	قولوا #صداره_بس يا عمرييي يا الاتحاد فوزك ع صغير الرياض 😍💛💛💛💛	OFF
3171	- الى أين وصلت يا أخي ؟<LF>عالقٌ يا صديقي فـ الطريق، فلا بقيت براحة الجاهلين، ولا أدركت لذة العارفين!<LF>- لا تيأس ، فـ السير على طريق الوصول وصول!<LF>*مسااء الوصول إن شاء الله* 👣❤<LF>🅷🅸🅻🅾	NOT
3172	الحمد الله شوط اول نخرج بهدف وحيد في مرمانا حسبي الله عليك يا زوران و يا رئيس و أشباه اللاعبين بإستثناء بوتيا و المعيوف <LF>شوط اول إهانه <LF> #الاهلي_الهلال	OFF
3173	RT @USER: يا اهل مصر يا حلوين أحد يفهمني مستقبل وطن الحزب الوهمي اتولد متى ومن وراءه وبالمناسبة اي مستقبل الوطن ونحن نعيد ما قبل مبا…	NOT
3174	RT @USER: يا بهايم يا بهايم لما الاهلي بيركب مش بينزل والله <LF>#للخلف_درر_يا_زمالك	OFF
3175	@USER @USER بس يا غلاويه يا حقووده 😏😏<LF>لكل جواد كبوه واحنا ع طول فوق الدور والباقى ع المتعودين 😂😂😂💃🏻🤸‍♀️	OFF
3176	يا سلاااااام يا شعور شاور التخرج 😂❤️. <LF>والله سر النومه اتوقع السروال والفنيلة وريحة دروش وهو جديد 😂 ، شرايكم انوم واسحب على حفل التخرج بس ؟ <LF>#حفل_التخرج_الأربعون <LF>#جامعة_الامام_عبد_الرحمن_بن_فيصل URL	NOT
3177	@USER وإنت طيب وبصحة يا جوهري يا جميل 💓💓<LF>بحبك والله 😂💓	NOT
3178	@USER @USER @USER @USER @USER ولله يا طيب قلبك يا خالد URL	NOT
3179	@USER عايزه مني ايه يا حقوده يا كلبوبه انتي 😂😂🐶	OFF
3180	@USER يا رب يعتقلوك يا كذاب يا كذاب يا كذاب	OFF
3181	RT @USER: @USER يا ناس يا جماعه يا مسلمين والله يوم الواحد يسافر خارج المملكه للبلدان التي لا تقام فيها شعائر الدين الاسلامي ولا ي…	NOT
3182	RT @USER: يا أمان الخائف يا نصير الضعفاء يا مجيب المضطر يا ملاذ المشرّد يا كاشف البلاء يا من ترفع له الحاجة <LF>أنزل رحماتك على أهل حلب في ه…	NOT
3183	RT @USER: اللهم يا شافي يا معافي اشفي من شكي ألما و خفف علي من بكي وجعاً و حزناً اللهم أرح ثم هون ثم اشفي كل نفس لا يعلم بوجعها إلا انت…	NOT
3184	يالله اللحين يا فقراري يا ظريف يا ملك التلاعب بالألفاظ اقعد قول حمدالله	OFF
3185	يا من أظهر الجميل وستر القبيح، يا من لا يؤاخذ بالجريرة، ولا يهتك الستر، يا عظيم العفو، يا حسن التجاوز، يا واسع المغفرة، يا صاحب كل نجوى، ويا منتهى كل شكوى، يا كريم الصفح، يا عظيم المن، يا مبتدئ النعم قبل استحقاقها، يا ربنا، ويا سيدنا، ويا مولانا، أسألك أن تنجينا من عذاب النار🙏 URL	NOT
3186	يا الخجل يا المترفه يا أم العيون السود<LF>يا سارقة عنق الغزال و رمش عينه<LF>يا ريحة العنبر و يا نسمة العود<LF>يا فارقه بالزين عن كل بنتٍ رزينه	NOT
3187	RT @USER: @USER بسم الله الرحمن الرحيم يا فتاح يا كريم يا رزقنا ارزقني و ارزق جميع المسلمين والمسلمات السعادة و الراحة اللهم نسأل…	NOT
3188	RT @USER: يا قبلة الإســـلام يا دار الأخيار<LF>بأمر الولي تبقين نور ٍ على نور<LF>يا دولة التوحيد يا شمس الأقطار<LF>يا آمن بلد معمور بالنص…	NOT
3189	عن جابر بن عبد الله :أن رسول الله صلى الله عليه وسلم دخل على أم السائب أو أم المسيبِ فقال: ما لك؟ يا أم السائب أو يا أم المُسيب تُزَفْزفينَ؟ قالت: الحمى لا بارك الله فيها، فقال: لا تَسُبِّي الحُمَّى، فإنها تذهب خطايا بني آدم كما يُذْهبُ الكِيرُ خَبثَ الحديد.<LF>صحيح مسلم	NOT
3190	يا شمساً تشرق فتنير حياتي<LF>يا أجمل أشيائي وإنتمائاتي<LF>يا أول حب أشعر به<LF>وأخر حب أنعم به<LF>يا أحلى ايامي وأوقاتي	NOT
3191	@USER @USER حضارة التأمر على الشعوب الحرة و الركوع تحت نعال ايفانكا و نتنياهو لا نريدها يا اعراب يا سلالة مسيلمة الكذاب	OFF
3192	يامرحبَا يا مروي الضامي و يا عذب القراح <LF> يا مبعّد الضيقات عن صدر الحزين اليّا لفَت💕	NOT
3193	#سقي_حبك_شعبان_الحب <LF>الذين دعواهم فيها سبحانك اللهم وتحيتهم فيها سلام آخر دعواهم أن الحمد لله . اللهم يا ألله يا ألله يا ألله يا الله ، يا نافع يا نافع يا نافع يا نافع ، يا رحمن يا رحمن يا رحمن يا رحمن ، يا رحيم يا رحيم يا رحيم يا رحيم . بسم الله الرحمن الرحيـم ارفع قدري	NOT
3194	@USER اذا انجزت الحين خذ راحتك بالنوم بس اذا لا يا تنام يا تذاكر ما تجي كلها	NOT
3195	يا كبرك فقلبي و يا كثرك فبالي<LF>كأن الله ما خلق في دنيتي غيرك♥️	NOT
3196	@USER الله عليك يا مبدع يا فنان يا اسطورة يا شماغ ابيض مقاس 55	NOT
3197	اللى صوته مسموع او صوته بيأثر يا فى السجن يا بره مصر لاكن احنا ملناش لازمه عشان كدا متساب تقول اللى تقوله ✌️	NOT
3198	بلد مافيها كهرباء ولا مويةولا قروش،خزينة الدولة تحتوي على صفررر جنيه شالوها الكيزان الحرامية، وقايلين إنو تغيير الرئيس والانقلاب العسكري انجاز ورجعو بيوتهم !<LF>القيادة يا شباب <LF>القيادة يا بنات<LF>القيادة يا جماعة<LF>القيادة يا رجال<LF>القيادة يا اسود<LF>الحل في البل<LF>#اعتصام_القياده_العامه	OFF
3199	@USER الف سلامه عليك يا عم الناس يا تاج و فخر الزمالك يا ابن تونس الحبيبه ... آن شاء الله تكون بسيطه و ترجع بسرعه لينا	NOT
3200	باسمي و نيابة عن جميع جمهور النصر ..حابين نعتذر لكم و نقول إن جمهور الشباب اكثر من ١٦ و بكثير<LF>يا كبير الرياض يا ليث يا أسد يا غضنفر 🖤🧡<LF>@USER	NOT
3201	@USER @USER هاردلك يا ابو صالح يا حبيب التوانسة 🇹🇳👍	NOT
3202	RT @USER: يا قليييّيل الحكي يا كثرِك في بالٌي . URL	NOT
3203	RT @USER: @USER @USER @USER @USER الفكرة ان بالكويت ما نخاطب الناس بأسماءها حاف نقول يا أخ يا عم يا استاذ الخ و…	NOT
3204	@USER صح لسااااااانك. يا مسلمه يا مسلمه يا مسلمه👌	NOT
3205	RT @USER: يا حنونه <LF>يا لطيفّه<LF>دائماً يا أمي	NOT
3206	@USER يا شادي يا تركي انا بحبك 😂♥️♥️	NOT
3207	بتُ أشكو قصر الليل معك يا لا لا يا ليل ❤️	NOT
3208	@USER لا لا يا باولو يا باولو منتج يا باولو URL	NOT
3209	RT @USER: #سقي_حبك_شعبان_الحب <LF>من أمر الله وثبِّت اللهم يا دائم يا قائم قدمي كما ثبت القائل وكيف أخاف ما أَشركتم ولا تخافون أّنكم أشركتم…	NOT
3210	RT @USER: شوف يا أصلي و يا أصلية.. النظام دة لازم تعرف إنو بيحنك في الوسخان .. و الحقيقة انو شغال بحكومته عندنا ما نحن الشغالين عن…	OFF
3211	يا نور صباحي يا قلبي البعيد	NOT
3212	يا روقانك يا مايكل 🤙🏽🤙🏽 URL	NOT
3213	@USER امين يا رب الله يسعدك يا رب 🌹	NOT
3214	RT @USER: عذراً يا هلال،، عذراً يا ثروة رياضة الوطن. URL	NOT
3215	@USER @USER @USER @USER الخيانه والغدر والعماله من خصالكم نحن من حارب الخونه ودواعش والعملاء ودعسنا راسكم ودحرنا اسيادكم الصهاينه والارهبيين تضح جيد من ساعد الدواعش وصهاينه ومن حاربهم لا تزايد علينا تاريخكم يتكلم عن غدركم وخيان	OFF
3216	تعبنا من المساسقة والهتاف أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع أرحنا بها يا تجمع ..<LF>#اعتصام_القيادة_العامة<LF>#السلطة_المدنية_الانتقالية	NOT
3217	يا طيور يا ناس اسمعوا بحبك انا 💗💗💗💗.	NOT
3218	اه يا وسخة يا وسخة يا وسخاااااة	OFF
3219	RT @USER: اللهم يا عزيز يا جبار اجعل قلوبنا تخشع من تقواك واجعل عيوننا تدمع من خشياك واجعلنا يا رب من أهل التقوى وأهل المغفرة🌹🌿<LF>@USER…	NOT
3220	@USER ايام يا بودي يا عسلية دا انتو كنتوا دفعه قمر اقسم بالله💜🌸	NOT
3221	RT @USER: #NewProfilePic+1<LF>بكام يا عيون يا واسعة ونا اشتريكي URL	NOT
3222	يا للأسف يا للندم اللي بنيته راح و انهدم	NOT
3223	@USER كل سنة و انتي طيبة يا قمر و يا رب تحققي كل اللي بتتمنيه 💖💖	NOT
3224	@USER @USER @USER @USER @USER @USER طيز بتمك ياواطي يا حقير يا وقح<LF>ولي انت الشرم...ة أشىف منك يا منحط	OFF
3225	يا رِضاي يا وجودكِ . . URL	NOT
3226	@USER الله عليك يا مركّز يا مسيطر يا مدرسة 👏🏾👏🏾😂	NOT
3227	عندي مشكلة كبيرة مع الناس اللي تشرحلهاا انت ايه وعيوبك ايه ومابتحبش ايه فايعملوا كل اللي انت حذرتهم منه ومايتخيلوش رد فعلك ويقولوا اتصدمناا فيك، ياعالم يا جزم يا ولاد الافاعي اومال اناا كنت بشرح في ايه من الاول	OFF
3228	@USER يا حنينة يا ام بق كبير	NOT
3229	النوع اللى مينفعش تلوم عليه انه بيعيط فـ موقف بالنسبالك تافه .. و مينفعش تلوم عليه لو بارد فـ موقف بالنسبالك مُصيبه .. اقسم بالله إحنا كده .. ملناش حل .. يا تستحملونا يا تمشوا ! 😏✋	NOT
3230	يا الصداع يموت يا انا اموت لكن مانعيش سواا	NOT
3231	اللهم اجعل هذا اليوم راحة للبال<LF>وتملؤه السعادة في كل الأحوال<LF>وترضى عنا يا جليل يا متعال<LF>وتفيض علينا فيه بالرحمة<LF>والغفران ونعم بلا زوال<LF> "جمعة مباركة"	NOT
3232	يا سيد البشر يا الغيـر في عيوني. .	NOT
3233	RT @USER: يا آمِلّ يا حَايرْ يا مَاشي ف دّواير،، يا نَايمّ وِصَاحي في كُلّ السَّرايرْ..	NOT
3234	يا كون يا وسيع كيف ضقت بنا الى هذا الحد؟	NOT
3235	@USER يا طرطور يا مولد شكلك بتقالي <LF>اي لك من دخل في اليمن URL	OFF
3236	RT @USER: يا كوب الشاهي. يا كوب الشاهي.يا كوب الشاهي ،ممرضة فلبينيه تنادي مريض اسمه يعقوب الشحي .	NOT
3237	ياليت يا شقرديه يا عشاق #الهلال<LF>تشاركون بهذا الهاشتاق #ماذا_يعني_لك_الهلال	NOT
3238	حاضرين ومساندين لك يا العالمي يا عشقي الابدي #الخميس_موعدنا_النصر	NOT
3239	RT @USER: يا طيبة زي النجوم يا حنينة لون القمر.. ❤❤👌 URL	NOT
3240	اللهم اجعل لكل من يمر بضيق فرجاً <LF>و لكل مهموم راحة ، و لكل حزين سعادة <LF>و لكل داع إجابة ، و لكل مريض شفاء <LF>ولكل ميت رحمة برحمتك يا أرحم الراحمين<LF> يا الله ياذا الجلال و الإكرام	NOT
3241	@USER كفو عليكم يا أبطال يا نمور اسم على مسمى <LF>🔹مستوى<LF>🔹نتيجة <LF>🔹تغيير مراكز الدوري<LF>🔹ثقه بالنفس<LF>اثبتوا للجميع ان الذي حصل لكم بداية الدوري انما هو كبوة جواد يا كبير جده يالمونديالي<LF>🌹<LF>🌹<LF>🌹<LF>😘<LF>😘<LF>😘	NOT
3242	الزمر بدوما والعرس بحرستا.. هذه هي السياسة يا قوم!!<LF>وع مبدأ...<LF>ميل يا غزيل ... يا غزيل ميل<LF> ميلك ميوله .. قيلك ايوله<LF>نسقيك فنجان قهوة .. نعملك تبوله <LF>اه منك يا غزيل .. اه يا غزيل يا غزيل<LF>#نحن شعب نحب افلام... URL	NOT
3243	RT @USER: يا حكامنا يا قادتنا نحن نطلب منكم النظر في وضعنا كشعبكم العزيز .. البنزين لم نحتمله في الفترة الماضية واصبح مرهق علينا، فما…	NOT
3244	يا هل ترى يا زماني هسهر مع الحلو تاني؟	NOT
3245	@USER تسلم يا عوضي يا محترم حبيب قلبي ❤️❤️	NOT
3246	مغرم يا ليل يا ليلي مغرم يا ليلي بسهر الليل	NOT
3247	RT @USER: يا هلا باللي لفاني يا هلا به عدد دقات قلبي مرحبا به	NOT
3248	RT @USER: يا سها يا قلبي ربنا يخليكي يارب بحبك جدا يستي والله 😘😘⁦❤️⁩⁦❤️⁩ URL	NOT
3249	RT @USER: @USER اللهم يا مبدىء يا معيد ، يا فعال لما يريد ؛ صل صلاة كاملة وسلم سلاما تاما دائما على الحبيب المصطفى وقرة ا…	NOT
3250	@USER مالك يا غزال يا اسم على مسمى😉😂😂😂	NOT
3251	يا سامع الصوت يا مجيب الدعوات، فرج همي، واهدني ويسر امري، ولا تجعلني من الذين انسوك فانسيتهم انفسهم، اللهم دئماً وابداً املي قلبي وعقلي ولساني بذكرك.	NOT
3252	@USER @USER كنترول ايه .. تثبيت ايه .. مراوغة ايه .. يا عيني عليك يا صلاح 😂😂😂	NOT
3253	جات المقادير مثنيه .. ومربوعه<LF>وان قلت عدت يصيح الوقت لي توك<LF>ٰ<LF>ما يدري ان الهموم ان جات مجموعه <LF>اقول يا قوها وتقول ... يا قوّك	NOT
3254	منك لله يا نادين يا لبكي انا كنت ناقص عياط ؟😢😢<LF>#capernaum	NOT
3255	@USER يسعد مساك وايامك كلها بكل خير يا رب حبيبتي يا رباب 🌹🌹😍😍❤️❤️😘😘 URL	NOT
3256	@USER يا مرحبا بك يا رفيع المقامي<LF>عزالله انك جرح قلبي وطبه<LF>هاجوس المري	NOT
3257	يا بعدهم كلهم و يا سراجي بينهم.🖤	NOT
3258	مِن يشبِهك يا مَلاكي من يشبهك يا ودَادِي <LF>إنتَ بشر غير عادِي فيكَ الجَمال العَجيبْ <LF>رهيب والله رهيب 💛🎼	NOT
3259	RT @USER: انتبه من طيحةٍ ماعاد منْها قومه <LF>وانتبه من قومةٍ مجلاسك ابرك منْها <LF>المواقف تمّسك الرجال من حلقومه <LF>يا يداحمها بجنبه ، يا يجن…	NOT
3260	يا لطيف يا أبو نورة يا لطيييف❤️❤️❤️ URL	NOT
3261	@USER تسلم يا حمادي يا غالي <LF>وربي يحفظك ويوفقك يا راقي 💙💙	NOT
3262	RT @USER: قعدت اقارن تصرفاتي مع البني ادمين اللي اعرفهم وتصرفاتهم هم معايا في تقريباً نفس المواقف وتوصلت ان يا اما انا عبيطة يا اما ال…	NOT
3263	RT @USER: يا مقصدي بكل الحكي يا مُلهمي ب أجمل شعور،أحبك.	NOT
3264	RT @USER: يا فتّاح يا عليم يا رزّاق يا كريم🌿<LF>صباح الخير #تمريض نا العزيز 🌹<LF>كتاب جديد 2019<LF>Physical assessment of the newborn - 6th…	NOT
3265	لو في قلبك شكوى مني .. اشكي مني لم علي<LF>وإن لقيت الحق عندي .. أديهو لك من عنيه<LF>وانت قلبي وانت أملي .. قل مالك ساكت ليه<LF>قل يا قلبي قول يا أملي .. قل مخبي عليه ايه URL	NOT
3266	@USER القوات راكبه امايتكن واحد واحد من كبيركن ل صفيركن . و صرمايه كل فرد و وزير او نائب اشرف من راس بياتكن و يا بجم يا حواش انتم سرطان المجتمع اللبناني .	OFF
3267	@USER يا عم خد قلبي يا عم 😂💖💖 URL	NOT
3268	حبيبتى<LF>ياعشقآ لم يعرف حد الأكتفاء<LF>يا عمرآ أبدآ لن يصل للأنتهاء<LF>أهذا عشقآ أم شمسآ متوهجة نهارآ ومساء<LF>حبيبتى يا أنشودة عشقى دونت في قصص الأدباء<LF>يا قافية حنيني تغنت بها أبيات الشعراء<LF>يا حنين العمر يا قدرآ أهداني الوفاء<LF>أحبك يا أنا يا فؤادي يا نجمه جعلتني بهواها ملكت السماء❤ URL	NOT
3269	يا رب يتكنسل الكلاس يا رب يتكنسل الكلاس يا رب يتكنسل الكلاس يا رب يتكنسل الكلاس <LF>يا رب يتكنسل الكلاس يا رب يتكنسل الكلاس <LF>يا رب يتكنسل الكلاس يا رب يتكنسل الكلاس	NOT
3270	من بعد هذا الفديو احب اعتذر للحيوانات لاني كنت استخدم حيوان ك سبه للبشر و من هذا المنبر احب اقول للبشر يا بشري يا حقير . URL	OFF
