Not_offensive 	 Ithu ikkayude script aanu..   Uttopiya
Offensive	 Mammunniyepole oliporallithu Eathu yudham vannalum munpilundavum laettan ....dialogue delivery pirannu...ee parayunna neeyokke pedukkum padam irangiyal
Not_offensive 	 100 cr aanannu Antony parayaan paranju
Not_offensive 	 All the best lalletta  oru katta Messi & ikka fan
Not_offensive 	 Raaaju fans & lalettan fans& Manju fans& tovino fans ennittum 2.5 ml maathram  Lucifer  Maduraraja only mammooka
Not_offensive 	 Trailer kaanikan udheshichavar padam full kaanichu ithilude...best
Not_offensive 	 I love you Etta Etta fans like addi umma umma
Not_offensive 	 എജ്ജാതി പടം <3  ഫസ്റ്റ് ഡേ കണ്ടവരുണ്ടോ ?
Not_offensive 	 Oru naaturajav style illeeeeeee ennoru doubt?
Not_offensive 	 Naalu bengalikal rand side il ninn mannu valich kadalilitta theerunnathe ullu ninte japan
Not_offensive 	 Trailer kandappol oru kaaryam urappichu... Kaaanaada....
Not_offensive 	 Bhagavane  Ikka maranamass  Bgm
Offensive	 Trailer വരുന്നതിനു മുമ്പേ ചെമ്പു സജിന്റെ ഫാൻസ്‌ എന്തിനാ dislike അടിക്കുന്നെ
Not_offensive 	 ഞങ്ങടെ പാവയ്ക്കാ കൃഷിക്കുള്ള പന്തൽ ഒക്കെ ഉണ്ടല്ലോ പടത്തിൽ..
Offensive	 Ithu dislike adichavar ikka fans mathramayirikum ennathan
Offensive	 Dislike adikkunna kazhuthakalude mukhath adikkunnavar like
Not_offensive 	 Helmet annu pere vachirunegil kooduthal hype kittumayirunnu  License ellangilum kozhapamila helmet ellangil laathi eriyum mone
Not_offensive 	 ഞാനേ.. എന്റെ കിളി പോയിരിക്കാണ്.. കരയാനും ഒന്നിനും പറ്റുന്നില്ല. നീയൊരു ഹെൽപ്പ് ചെയ്യോ
Not_offensive 	 Thrissur pooram trailer hidden details.
Not_offensive 	 Suraj ettan fans fans like ivide
Not_offensive 	 Ee mass kanan kaathirikkunna All Pravasi       Malayalees ivide come on
Not_offensive 	 Ittichan Polichuuuu Onam Lalettan eduthu ennu parayan Paranju
Not_offensive 	 പരുന്തിന്റെയും പുത്തൻ പണത്തിന്റെയും അവസ്ഥ വരരുത് പടച്ചോനെ .
Not_offensive 	 Keralathile motham talentum Ernakulam aanallo ... Oru Kottayam kaarante roodhanamm....
Not_offensive 	 Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗
Offensive	 Mamookkante adutha pappada vandi varunney..........ini trollers njan oru prithvi fan anu.....enikk marupadi ayitt laalappane theri vilichal enikk verum mudi anu.....for me mammunni is a chaliyan and laalappan is a valiyan
Not_offensive 	 Ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam
Not_offensive 	 Suraj sir nigalku ithra athigam talent undu ennu eppolanu ariyunathu polichu
Not_offensive 	 Ith heavy padam aavunn manass parayunnu
Not_offensive 	 ഞാൻ ഒരു ലാലേട്ടൻ ഫാൻ ആണ്.  എന്നിട്ടും രോമാഞ്ചം വന്നു എന്ന കമന്റ് വന്നോ മക്കളെ
Not_offensive 	 Oru trailerum songsum kanathe e cinema Kanan poya aala njan
Not_offensive 	 Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii.....
Not_offensive 	 shades vekkumbol 'Vinayakan' look ulla bobby day friend pwoli alay?
Not_offensive 	 Wow... Ippazhannu kalli polliyannennu manassiyl aye
Not_offensive 	 Ittimani mannikunnel ittimani uyir mannichayan loading just 8 minutes
Not_offensive 	 ഈ ട്രെയിലറിൽ മഞ്ജു ചേച്ചിയുടെ അഭിനയം വളരെ ക്യൂരിയോസിറ്റി ഉണ്ടാക്കുന്നു.... ഈ ഫിലിമിൽ പ്രവർത്തിച്ച എല്ലാവർക്കും പ്രത്യേകിച്ച് മഞ്ജു ചേച്ചിക്ക് എൻറെ എല്ലാവിധ ആശംസകളും....
Not_offensive 	 prithvirajinte hollywood 9 panjikidan pokunna item
Not_offensive 	 Oru rekshayum illa......katta waiting......mathukutty mike kondu maathram alla camera kondum njettichu kalanjirikkunnu
Not_offensive 	 Oru comedy entertainer aarikkum 
Not_offensive 	 Gopichettante BGM um mammookayum ishtapedunnavar like !?
Not_offensive 	 Thuvanathumbikalile jayakrishnane orma vannavar like adi
Offensive	 Thadiyan de eee padavum munjum
Not_offensive 	 Pwoli padam. Intrws trailer ellam vndum vndum vndum kaanuva
Not_offensive 	 Music chila sthalangalil alambayi ....dialogue perfection kittunnilla
Not_offensive 	 arokee ningaldee comentsnu etraa like kittenu nokkan vannu
Not_offensive 	 Sathykatha anthannu vacha kandittu angottu mathivarunnilla
Not_offensive 	 ചാകോച്ചന്റെ അഞ്ചാം പാതിരക്ക് മോഹൻലാൽ ഫാൻസിന്റെ വിജയാശംസകൾ…
Not_offensive 	 Pulimurugan pole thane und set ....onnu Matti pidikarnnu....
Not_offensive 	 MAMMOOKKA oru rekshayum illaa  pwoli ambooo
Not_offensive 	 എത്ര തവണ റിപീറ് അടിച്ചു കണ്ടു
Offensive	 ഈ വൃത്തികെട്ടവൻ തന്നെയാണോ ബിഗ്‌ബിയിൽ bgm ചെയ്തത് ...അവിശ്വസനീയം ....എന്ത് വെറുപ്പിക്കലാണ് ....വേറെ നല്ല ആൺപിള്ളേർക്കു കൊടുത്തിരുന്നേൽ പടം കസറിയെനേം...@ഗോപി....എന്റെ പൊന്നണ്ണാ ..നമിച്ചു ...
Not_offensive 	 Fan MOVIE touch undalloo   Pakshe rajuvettan massale  Kolamass
Not_offensive 	 Tralier 20yil kudthall kandavarr hit like
Not_offensive 	 Ithu fan made aano pakshe lalettanunee veesham cheerillannu parayunnavar  ithu lalettanee cheeru
Offensive	 Oru rakshem illaa  Lalettan  Prithvi
Not_offensive 	 E trailer kndapoi.... Ethra perkku kgf padam ormma vannu
Not_offensive 	 ഈ മഞ്ജു ചേച്ചിയെ ആണ് ഞങ്ങൾക്ക് വേണ്ടത്
Not_offensive 	 Enthonnedey # nalla padathinu arayalum support kodukkuka # dislike koduthittu #orale padam mathramalla athil pravarthichavarude kashtapadum viyarppumanu# so support
Offensive	 1300 samoohika virudhar lalappan pans so called wastes vannu kazhinju. Teaser kananam dis like adikkanam ponam e chavali pattikalkku
Not_offensive 	 I am waiting katta mass padam Muttila arum
Not_offensive 	 Prithvi inta kadha pola undalla kurch...
Not_offensive 	 avan Varum ente Makan Madhura Raja....
Not_offensive 	 5M view aakan wait cheytunnavar hit like
Not_offensive 	 ഈ സിനിമ ഒരു ഫീൽ ഗുഡിനപ്പുറം എന്തൊക്കെയാണ് metaphorically  നമുക്ക്  കാണിച്ചുതരുന്നത്. കുടുംബ ഭദ്രതയ്ക്കൊരു redefinition.  Social normsന്റെയും സദചാരത്തിന്റെയും പൊളിച്ചെഴുത്ത്. മനുഷ്യ മനസിന്റെ ഉള്ളറകൾ..  ഇത് വിപ്ലവമല്ല
Not_offensive 	 Ith oru hit aavum ennullavar like
Not_offensive 	 സച്ചിയുടെ script നല്ല കഥ കിട്ടിയാൽ making കൊണ്ട് വേറെ ലെവൽ ആകുന്ന jean paulinte direction  വ്യത്യസ്ത സിനിമകൾ മാത്രം നോക്കി നിർമിക്കുന്ന രാജുവേട്ടനും ലിസ്റ്റിനും  അഭിനയിക്കാൻ പറഞ്ഞാൽ  ജീവിച്ചു കാണിക്കുന്ന രാജുവേട്ടനും സുരാജേട്ടനും  ഇത്രയും പോരെ ഈ സിനിമയ്ക്കു ticket edukan
Not_offensive 	 നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പോളയ്ക്കാൻ പറ്റുവോ എന്ന് തോന്നുന്നുണ്ടോ ബോസ്സേ 100cr വേൾഡ് wide...ചരിത്രമെഴുതി  #മാമാങ്കം  ചരിത്ര നായകൻ ആണ് ചരിത്രം ആണ് ചരിത്രം  ആകും എന്ന് പറഞ്ഞത് അല്ലെ   Next Shylok
Not_offensive 	 Soubin ikka suraj ettan lead  roll ith oru sambavam aakum katta witing kidukachi filkm
Not_offensive 	 Thugs off hindusthaninte visualsum  kunjalimarakarinte audio um ....kollaaam....
Not_offensive 	 It’s amazing vere onnum parayan illa
Not_offensive 	 സുരാജേട്ടന്റെ പേര് ടൈറ്റിലിൽ വെക്കു... എഡിറ്റ് ചെയ്യ് ഭായ്!   ആ കാണാട കിടുക്കി
Not_offensive 	 Level trailer .FDFS set akki pullinga ivde like adikum
Not_offensive 	 Sriram sir nte issue  vumayit oru chaýakachal undo
Not_offensive 	 Aju vargheese negatuve role aanen thonniyavar ondo
Offensive	 ജെട്ടിമാണി..ജിമ്മിട്ടിന്റെ അടുത്ത  പടം സോറി പടക്കം   ലോഡിങ് 🤣🤣🤣🤣
Not_offensive 	 അവൾ ഒറ്റക്കാണ് വന്നത്   Monestar  MANJU ചേച്ചി UYIR
Not_offensive 	 Apo athum potti .. aaaa pratheekshayum poyi
Not_offensive 	 മമ്മൂക്ക ഫാൻസ്‌  മച്ചാന്മാരെ ഇത് എന്റെ ഒരു Youtube ചാനൽ ആണ്. തുടക്കക്കാരൻ ആണ് നിങ്ങൾ എല്ലാവരും subscribe ചെയ്ത് സപ്പോർട്ട് ചെയ്യണം. ചാനൽ പേര് pavam cinemakkaran   plz support
Not_offensive 	 Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano
Not_offensive 	 Ayyo mammookkakk pettann prayam aaya pole
Not_offensive 	 Padam kandittaa trialer kaanunnea..ente fahadikkaa..ingaleam kond aavoolleaoriginal phsyco..
Not_offensive 	 Ee vesham cheyan pattiya 2 malayalam actor mare ollu . Athu ...ikka .prithviraj.  sheriyannengil adi like
Not_offensive 	 Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum  Ivanu ore oru pereyyllu.....raja
Not_offensive 	 ഒടിയൻ = മാമാങ്കം  ലുസിഫെർ  = ഷൈലോക് | വൺ ? 🤔
Offensive	 Padma innaanu kande
Not_offensive 	 Mwone 
Not_offensive 	 01:04 ഇപ്പൊ ജോബി ജോർജിന്റെ അവസ്ഥ
Not_offensive 	 ജോഷി സർ ന്യൂ ഡൽഹി ലെവെലിലേക്ക് തിരിച്ചു വരുന്നോ എന്നൊരു സംശയം..
Not_offensive 	 Nedumudi venu anekil age crt feel aynenee makeup venda..+cmdy ..
Not_offensive 	 ഒരു നെഞ്ചിടിപ് ട്രൈലെർ  Ohh മഞ്ജു ചേച്ചി
Not_offensive 	 Lost in times samayam kazhinhu. Ini nadakoola
Not_offensive 	 How old are you
Not_offensive 	 Ee christmas driving license kond povum
Not_offensive 	 Arokke 0:21 bigil first look kando
Not_offensive 	 Guys ente channel onnu subscribe cheyyaamo 🥰
Not_offensive 	 ട്രൈയിലർ കണ്ടിട്ട് രാജുവേട്ടനെ കടത്തി വെട്ടുന്ന അഭിനയം മാണല്ലോ സുരാജേട്ടൻ കാഴ്ച്ച വെക്കുന്നത്
Not_offensive 	 ethipo tamizhanmarum Karnataka ap ellarum indallo laletta love u
Not_offensive 	 ചാക്കോച്ചൻ മിഥുൻമാനുൽ കൂട്ടുകെട്ട് ഇത് പൊളിക്കും
Offensive	 24 k naarikkal eee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi
Not_offensive 	 അടിപൊളി സിനിമ  ഒന്നും പറയാനില്ല  ഷമ്മി ഹീറോ ആട  കുടുംബം നോക്കുന്ന മാന്യമായ ജോലിയുള്ള ശുചിത്വം പാലിക്കുന്ന ഹീറോ ആട
Not_offensive 	 ഇത് കണ്ടപ്പോ ഷാറൂഖാന്റെ FAN പടം ഓർമ്മ വന്നൂ ...
Not_offensive 	 ഇതിന്റെ ടീസർ കണ്ടപ്പോൾ ശരിക്കും ബോർ ആയിരുന്നു ഇപ്പൊ കുശാലായി സൂപ്പർ ട്രൈലെർ
Not_offensive 	 Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation 
Not_offensive 	 Looks totally hopeless....Oru Kannan thamarakulam level padam aakumnnu thonninu...
Not_offensive 	 Rajani anna Petta movie dialog nyz ayi katueduth alle mammooka team..kandavark mansilayit undaki ivde vannu like adichu povam
Not_offensive 	 ഇനി കളി ഹരീന്ദ്രനും പുള്ള് ഗിരിയും തമ്മിൽ
Not_offensive 	 ഇത് കണ്ടാലേ അറിയാം സൂപ്പർ മൂവി ആണെന്ന്
Not_offensive 	 Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്
Not_offensive 	 Njan oru ettan fana but look oru reksha Illa ella suportum undavum
Offensive	 ഫസ്റ്റ് ഈ ചളി kunna രാജപ്പനെ ചവിട്ടി പുറത്താക്കേ എന്നാലേ മലയാള kunna രക്ഷപെടു
Not_offensive 	 Mammookka ee role venda enn vachath enth kond ann enn manasilaayi! Negative touch ind! Ayin ann! 🤷
Offensive	 മൈരൻ മോഹനന്റെ ഒടിയൻ ഫാൻസ് മൊത്തം കുരു വാരി എറിയുന്നുണ്ടല്ലോ
Not_offensive 	 REPEAT mode on vere level item kola mass bgm
Not_offensive 	 Entho ishtam aanu ellarkum ee Ittimaniye
Not_offensive 	 10 million views ithinu undakumenu urappulavar like cheyu
Offensive	 Durantham poojapura jimittolikal dislike aayi irangeetund..haha
Not_offensive 	 അത് ശരി അപ്പോൾ FAN ഇന്റെ മലയാളം version ആണല്ലേ
Not_offensive 	 Mammookka  Haneef Adeni shaji padoor  Gopi sunder  Mahesh narayanan
Not_offensive 	 Pinneum pinneum ithu kaanuna ethra peer und
Not_offensive 	 നിങ്ങളുടെ വീട്ടിൽ ചെറിയ ഡിഷ് ആന്റിന ഉണ്ടെങ്കിൽ നേടൂ 150 ചാനലുകൾ സൗജന്യം ആയി ഒരു രൂപ മാസ വാടക ഇല്ലാതെ.കൂടുതൽ വിവരങ്ങൾക്ക് ഇൗ ചാനൽ subscribe ചെയ്തോളൂ. #KERALADTHINFO
Not_offensive 	 0:47 aa chiri adar villanism thanne
Not_offensive 	 Trailer kandapo oru karyam urapichu #LAD
Not_offensive 	 ഷെയിൻ നിഗം... ഇനിയും ഒരുപാട് ഉയരങ്ങളിൽ എത്താൻ ഉള്ള നടൻ
Not_offensive 	 ഞാനും ഒരു ഫാനാണ് ലാലേട്ടന്റെയും 
Not_offensive 	 Kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu
Not_offensive 	 Ente ponoo kidu trailer ithu porikkum
Not_offensive 	 തന്റെ സിനിമയിൽ  ചെറിയ കാര്യങ്ങൾ പോലും വളരെ സൂക്ഷ്മതയോടെ ശ്രദ്ധിക്കുന്ന സംവിധായകനാണ് റോഷൻ ആൻഡ്രൂസ്
Not_offensive 	 Jbl headset vechu trailer kandavarundo enkil like idooo vere level
Not_offensive 	 Trailer kollam..but oru mass bgm illa..gopi sundar mathiyayirunnu
Not_offensive 	 mammokka kalakki mone ine kanan kidakunnath kandu ariyanam mone
Not_offensive 	 മഞ്ചു ഡിവോഴ്‌സ് കഴിഞ്ഞപ്പോ സുന്ദരി ആയി നല്ല സിനിമകളും
Not_offensive 	 Mammooty fans എന്റെ ചാനൽ sandarschikkuka
Not_offensive 	 ഏത് ട്രെയ്‌ലർ ആണ് ചങ്‌സ് കൂടുതൽ സൂപ്പർ ബിഗ് ബ്രോതർ 
Offensive	 Comments full like thendikal aanello. 🤮
Not_offensive 	 Kidivey ennu parayunnilla athilum valuthIkka prathekshakalkkappuram
Not_offensive 	 മലയാളത്തിന്റെ young superstar രാജുവേട്ടന്റെ ഡ്രൈവിംഗ് ലൈസൻസിന് കുഞ്ഞിക്ക ഫാൻസിന്റെ വിജയാശംസകൾ
Offensive	 Dislike button il kurupottich karanju theerkkunna vaanangale orkkumbozhaa.... Orungi irunno makkale ith asuravathaaram...
Not_offensive 	 അടിപൊളി 120 k aayii...   Bot Bot
Not_offensive 	 മഞ്ജു വാര്യർ - Lady Superstar in Malayalam .....
Not_offensive 	 Ningal mohanlal fan annel like adiku...
Not_offensive 	 Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda
Not_offensive 	 FAN ഞാനും ഒരു ഫാൻ ആണ് മലയാള സിനിമയിലെ അഹങ്കാരിയുടെ
Not_offensive 	 Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##
Not_offensive 	 Verum mass alla kola mass raja daa
Not_offensive 	 Super Cinema... Really a thriller movie... Kanditt sahikyilla... Sangalpikyaan koodi Vayya anganoru avastha .... Kidilan movie
Not_offensive 	 ഡ്രൈവിംഗ് ലൈസന്‍സ് എടുക്കാന്‍ ഞാന്‍ നാട്ടില്‍ എത്തിയിട്ടുണ്ട് ...കുടുംബത്തോടെ എടുക്കും
Not_offensive 	 ee video onnu kandu support chaiuka
Not_offensive 	 കണ്ടിട്ട് srk യുടെ fan ന്റെ ഒരു ചായ കാച്ചൽ ഉണ്ടെങ്കിലും സച്ചിയിൽ ഒരു പ്രതീക്ഷ ഉണ്ട്
Not_offensive 	 BGM maati pidi gopiyanna. Powli BGM edu
Not_offensive 	 Ithil prithvi raj gast rol aayirikkum
Offensive	 Samyam kituvane ah mammoninodu onnu para pandaram mamakam kandu kali theernatila oru mamooka fante rothanam annu ithu
Not_offensive 	 Oro cinemayilum puthiya numberukal kond varunna enne njettikyunnu... Itrem varshamayittum abhinayathinde vere vere thalangal aanu kaanich tharunnath.
Not_offensive 	 VERSION 2.0 ALLAYIRUNO???IPPO ANGANE 5.25 AYIII.??
Not_offensive 	 Ithu fan (2016) hindi srk starrer movie pole aakum
Not_offensive 	 ഈ സിനിമ ഒരു വിജയമാകട്ടെന്നു ആശംസിക്കുന്നു... all the best ചാക്കോച്ചൻ and team..
Not_offensive 	 Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..
Not_offensive 	 Lady super star ath manju chechi  thanne.... Ath aarokke vannalum poyalum malayalaththinte lady super star manju
Not_offensive 	 Enna masss  bgm  Gopi sunder BMG's  vere level
Offensive	 Dislike adikkaan മാത്രം കുറേ കാട്ടങ്ങൾ.  പോയി ചത്തൂടെ
Not_offensive 	 ഇതു തൃശൂർ slng pole.. enikk mathramanoo thonniyadh....?
Not_offensive 	 Apt മ്യൂസിക് Sushin..  Hats off
Not_offensive 	 സാധാരണ ഒറ്റത്തവണയേ ഒരു സിനിമ കാണാറുള്ളു...... ഇത് ഒന്നൂടെ കാണാനൊരു ആഗ്രഹം....... പ്രത്യേകിച്ച് ഫഹദിന്റെ അഭിനയം........ ഹോ....... നോ.... രക്ഷ..........
Not_offensive 	 Mammokkaye snehikunnavar Ivide like addi
Offensive	 ആ ഒമർ ലുലുനെ ഇ പടം കൊണ്ട് കാണിപ്പിക്കണം. പിള്ളേരെ കൊണ്ട് മറ്റേ വർത്താനം പറയിപ്പിക്കുന്നത് അല്ല സിനിമ.
Not_offensive 	 Part -2 : prathi padichi kozhi
Not_offensive 	 Srk yuda fan cinema orama varunu
Not_offensive 	 മഹേഷിന്റെ  പ്രതികാരം  കണ്ടു ഇഷ്ട്ടപെട്ടവർക്   ഇതും ഇഷ്ടപെടും  തീർച്ച   അമ്മാതിരി   പടം   എന്റമ്മോ   ഫാഫാ  പൊളിച്ച്   റിയാലിസിറ്റിക് ആയ ഫിലിം കാണണോ   എന്നാ നേരെ കുമ്പളങ്ങി നെറ്റിന്   വിട്ടോ എല്ലാവരും     കൊടുത്ത് കാശ് മുതലാവും
Not_offensive 	 Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr
Not_offensive 	 Surajinu ee vesham okkea kodukaathe..athraku prayam onnumilla ee manusysnu..
Offensive	 Ithenna lalettante mukam ingane irikkunne..... Sreekumar menonte montha adichuolikkanm...nalloru mukam aarnnu.. Ippo entho pole...
Offensive	 Dislike adicha alla pundache kunnayole lappantta makkalakum anta Nadu veral നമസ്കാരം
Not_offensive 	 Ennaa padamaa uvve  polichadakikalanju
Not_offensive 	 Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal
Not_offensive 	 Fan enna Hindi move pole amo
Offensive	 ജോബി ജോർജ് പര നാറി ഗുഡ് വിൽ പോടാ നാറി മമ്മുക്ക
Not_offensive 	 Sharukhante Fan movie pole ulla script aanenn thonunnu
Not_offensive 	 Wow.... ഇത്തരം കഥാപാത്രം അഭിനയിക്കാൻ മഞ്ജു ചേച്ചിയ്ക്ക് മാത്രമേ കഴിയൂ .. വീണ്ടും ശക്തമായ കഥാപാത്രം കാണാൻ കഴിഞ്ഞതിൽ ഒരു പാട് സന്തോഷം.
Offensive	 ഊള ഫിലിം ആയിരിക്കും. ഇവളുടെയൊക്കെ പടം എല്ലാം അടപടലം പൊട്ടുകയാ. അതെങ്ങനെയാ ആ കോവാലന്റെ കൂടെയായിരുന്നല്ലോ ആദ്യം. ആ സ്വഭാവം അവൾക്കും ഉണ്ട്. കോവാലനും കണക്കാ മഞ്ജുവും കണക്കാ. വെറും കൂറ ഫാമിലി
Not_offensive 	 Mass pora..lag anu alo... trailer um padavum...be careful
Not_offensive 	 Mithun manuel അണ്ണൻ പടം katta waiting
Not_offensive 	 മഞ്ജു ചേച്ചി ഇപ്പോൾ എല്ലാം സിനിമകളിലും ഒരേ എക്സ്പ്രഷൻ ആണ് ഉർവശി ചേച്ചിയെ പോലെ അഭിനയത്തിൽ വെറൈറ്റി ഇല്ല. ഉദാഹരണം പറഞ്ഞാൽ എന്റെ ഉമ്മാന്റെ പേര്
Not_offensive 	 മലയാളത്തിലെ രാക്ഷസൻ ആവാനുള്ള എല്ലാ ലക്ഷണവുമുണ്ട്...
Not_offensive 	 10 l kudutal tavane kandavar arokke und
Offensive	 Teaser ഇറങ്ങുന്നതിനു മുൻപേ dislike അടിച്ച എല്ലാ മഹാന്മാർക്കും എന്റെ നടുവിരൽ നമസ്കാരം
Not_offensive 	 അമ്മയുടെ സ്നേഹത്തിന് പകരം നൽകാൻ ഒരു അമ്മക്ക് മാത്രമേ കഴിയൂ
Offensive	 ഇതുമാതിരി മൂഞ്ചിയ സിനിമ കാണുന്നത് ആദ്യമായി ആണ്  പൈസയും പോയി. ഇവനൊക്കെ  എന്തൊരു ദുരന്തമാ??
Offensive	 ബോളിവുഡിൽ പഞ്ചാബി കൾച്ചർ പോലെ ആണ് മോളിവുഡിൽ കൊച്ചി കൾച്ചർ....   കണ്ടു മടുത്തു   ഗപ്പി പോലെ ഒരു പന്നകൂറ പടം ആയിരിക്കും ഇത്
Not_offensive 	 Christiansinte idayil oru pere ullu Lucifer
Not_offensive 	 Padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru.. Onnu poyinada..
Not_offensive 	 ഒരു പിടിയും തരാത്ത ട്രൈലെർ ആണെന്ന് തിന്നിയവർ ഉണ്ടോ..
Not_offensive 	 Guys ente channel onnu subscribe cheyyaamo 🥰
Not_offensive 	 ബോബിയുടെ ബ്ലൂടൂത്ത് സ്‌പീക്കറിൽ നിന്നും തീയേറ്ററിൽ മുഴങ്ങികേട്ട് മനസ്സിൽ പതിഞ്ഞ കുറച്ചു ഗാനങ്ങൾ 
Not_offensive 	 Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla'
Offensive	 പുത്തൻ പണം 2...  2020 ലെ ആദ്യത്തെ ബോംബ് ഇക്ക ഇങ്ങെടുക്കുവാ 🤣🤣 എജ്ജാതി തീട്ടം
Offensive	 Dislike adicha thayolikal etha vaaaa...ithu polorennam kandittu dislike adikkan thonniyallo
Not_offensive 	 Yudham Nanmayum Thinmayum thammilalla.....  Thinmayum Thinmayum thammilanu..
Not_offensive 	 Best wishes megastar..from Shivarajkumar fans  Karnataka
Not_offensive 	 പടം 8നിലയിൽ പൊട്ടും ഉറപ്പുള്ളവർ ഇവിടെ ലൈക് അടി
Not_offensive 	 VAADA scene 1:51 veendum kaanaan vendi maathram vannavar oru like  adiche
Offensive	 സങ്കി ലാൽ
Not_offensive 	 സുരാജിന് pritviraaj വില്ലൻ..  .. love you rajueetta
Not_offensive 	 Jn ettan fan aanu parayan ullath parayanamallo ikka polichu
Not_offensive 	 Lalettan kidu maazz .... .... Super.......
Not_offensive 	 Eth oru fan srk hindi movie cut indaloo
Not_offensive 	 നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പോളയ്ക്കാൻ പറ്റുവോ എന്ന് തോന്നുന്നുണ്ടോ ബോസ്സേ 100cr വേൾഡ് wide...ചരിത്രമെഴുതി  #മാമാങ്കം  ചരിത്ര നായകൻ ആണ് ചരിത്രം ആണ് ചരിത്രം  ആകും എന്ന് പറഞ്ഞത് അല്ലെ
Not_offensive 	 Releasinte aan thanne pokum ennu   Urappullavar adi like
Offensive	 Ithinte katha manasilayath enik maathram aano
Offensive	 nalla tholvi padam anennu trailer kandapozhe pidikitti
Not_offensive 	 Haa 3nna oru traileraa  ↪
Not_offensive 	 Ettan pwoli.. Engane abinayikunnu ethra cute ayyitte
Not_offensive 	 Nalla script selectionu pritviraj kazhinje vere aarum ullu malayalathil
Not_offensive 	 Level trailer .FDFS set akki pullinga ivde like adikum
Not_offensive 	 Jayettante punyalanu sesham trissur slangilulla hitakum ethu
Not_offensive 	 Ith entha mammukka de pulimurugan oo🤔🤔?
Not_offensive 	 രണ്ടു വട്ടം ട്രൈലർ കണ്ടവർ അടി ലൈക്....
Not_offensive 	 Bgm athu kalakkii muthe sambavam lesam haram kooditha to
Offensive	 ലാലേട്ടൻ കാൾ തടി ഉള്ള ജയറാമേട്ടൻ തടി കുറച്ചു ഏട്ടന് fitness video ഇട്ട് വെറുപ്പിക്കുന്നതല്ലാതെ ഇന്നേവരെ തടികുറച്ചില്ല  കുറയുകയുമില്ലlalpanda
Not_offensive 	 Rajuvettan fans Report cheyyu ivide ..
Not_offensive 	 thrissur aano oral must aaan aaarennu parayaaamoooo.....
Not_offensive 	 എന്നെ പോലൊരു സിനിമ പ്രേമി ഈ സിനിമക്ക് വേണ്ടി കാത്തിരിക്കാൻ ഒറ്റ കാരണം   UNNI R
Not_offensive 	 ഒറ്റ ഇരിപ്പിന് രണ്ടു പ്രാവശ്യം  കണ്ടവർലൈക്ക് അടിച്ചേ
Not_offensive 	 Lalettan paranjakond vannu kandu istappettu like adichu pokunnu
Not_offensive 	 മലയാളത്തിലെ ലേഡി സൂപ്പർ സ്റ്റാർ 
Not_offensive 	 കോഴി എന്ന് കേൾക്കുമ്പോൾ അപ്പൊ ഓർമ്മവരുന്നു   എന്റെ ചങ്ക്  ( ചെങ്കൽ ശരത്ത് ) നെ
Not_offensive 	 Uff padam kandu ketto! oru rakshayum illa
Not_offensive 	 Njn idaan vijaarch vanna comment. ivde niranj kalikkunnalloookilichundan maanga-2
Not_offensive 	 സീറ്റ്‌ ബെൽറ്റ്‌ ഇടാതെ റോഡിൽ കൂടെ പറപ്പിക്കുന്ന  പ്രമുഖനെ പിടിക്കാൻ നെട്ടോട്ടമോടുന്ന ഏമാൻ  കഥ ഏകദേശം കത്തി പിടിച്ചോ ഇല്ലയോ എന്നറിയാൻ ഇനി  തിയേറ്ററിൽ പോയി സിനിമ കാണണം
Offensive	 ithokke comedy pole und ...aa  bahubaliyude manam kalayo ?
Not_offensive 	 അപ്പോൾ രാജു എട്ടനും സുരാജ് എട്ടനും കൂടി Mass Driving Licence ആക്കും
Not_offensive 	 Bgm super. Padam above average aayirikkum
